User Name,Review Count,Rating,Review Text
Gifani Kinanti,9,4,pelayanannya sangat baik lokasi strategis sekali di depan hotel banyak angkringan kalau malam ukuran kolam renangnya cukup namun untuk fitness center area nya agak sempit ada 3 alat dengan kondisi yang sangat baik salah satu kelebihan di hotel ini adalah disediakan kopi dan teh gratis di lobby dan di dekat kolam renang saat meeting pun tersedia dua coffee machine dengan masing masing mesin memiliki varian kopi yang berbeda sangat disayangkan untuk toilet aromanya sangat menusuk terlebih saat flushing sepertinya aroma dari pembuangan naik ke atas posisi kamar saya ada di lantai 6 amenities cukup lengkap namun di dekat shower hanya ada satu botol saja dimana di botolnya tertulis sebagai sabun shampoo sekaligus conditioner dispenser banyak ditemukan di luar kamar suasana di hotel cukup tenang namun karena kamar saya menghadap ke pemukiman warga suara dari aktifitas warga terdengar hingga ke kamar untuk rasa makanan bisa ditingkatkan kembali
Theresia Heru Kuswardhany,2,5,menu makanan sangat beragam hanya ada bbrp yang rasanya kurang oas pelayanannya sangat bagus ramah dan cepat rekomendasi hotel di yogya
uut,1,5,tempat nya stgrategis banget dari tugu saja tinggal jalan 5 menit kemanmna juga mudah ditambah view kalau malem di kamar se indah itu poin nya di lobby ada coffe shop cosan itu enak juga coffee nya reccommend pokoknya
chalaendra,1,5,pelayanan di harper malioboro selalu bikin pengin balik lagi kak april baik banget dan selalu jawab pertanyaan dengan sabar kamarnya luas nyaman dan bersih sarapannya juga banyak pilihan dan rasanya enak cocok buat liburan keluarga
G_49_Sherly Agustina,1,5,kamar nya sangat nyaman dan luas pelayanan nya juga sangat ramah sangat worth it apalagi makanannya dari mulai appetizer sampai dessert good
Arnold Pawe,5,5,beberapa kali ke yogyakarta ini pertama kali nginap di harper malioboro yogyakarta tempatnya sangat nyaman khususnya makanan enak enak sangat puas untuk kami sekeluarga sebagai pengalaman pertama menginap pelayanan dengan mbak arvel sangat ramah
Inaya Hanum,1,5,hotel dengan pelayanan terbaik dan sikap yang ramah chef okky dan chef anas yang menjelaskan makanan dengan sangat detail serta manager hotel harper yang menjelaskan secara rinci hotel harper apalagi ditambah tempat yang strategis membuat pengunjung hotel nyaman
Rere,33,5,hotel yang terasa seperti rumah pelayanannya sangat bagus super duper ramah dan responnya sangat cepat untuk permintaan tamu akan kembali lagi sih seandainya ke jogja lagi
sherly m,11,5,event rakor kantor ke sini makanannya enak tom yum mie goreng dll seluruh staff yang saya jumpai ramah ramah terimakasih mas fendi sudah melayani kami dengan baik bank mandiri
Febri Endah,4,5,pengalaman bermalam yang menyenangkan staf ramah kamar tidak terlalu luas namun cukup bersih dan nyaman menu sarapan cukup lengkap
salsabila hasna,1,5,nginap di sini rasanya tenang banget suasananya calm tapi tetap dekat ke mana mana kamar tertata rapi dan staff nya sigap semua kak april selalu sopan dan bikin nyaman setiap kali bantuin tamu
Abda Lathifa,14,5,hotelnya strategis banget dekat dengan tugu depan hotel banyak angkringan dan sekitarnya banyak tempat makan kamarnya bagus pemandangan tugu jogja bersih terdapat voice assistant dapat compliment pie buah karena menang flash sale kemerdekaan snack di kulkas gratis aminities lengkap air bisa reffil di lorong kamar kamar tidak kedap suara karena bahan dinding hanya triplek terdengar kamar sebelah ada yang menyanyi kamar mandi bersih ada hair dryer tapi shower atas susah dipake dan airnya kurang hangat dapet handuk wajah dan handuk badan tv besar tapi yang gratis hanya akun video netflix dan disney pakai akun pribadi ac central bisa request di lantai paling atas sarapan enak dan lumayan lengkap kolam renang ada di lantai 3 ada 2 kolam dengan tinggi 120cm dan 50cm airnya dingin kamar mandi sabunnya habis belum di reffil ada pelampung dan kursi santai ada handuk yang sering habis karena lagi rame alat gym cuma ada 3 kalau pagi disediakan teh dan kopi panas di samping kolam renang lobby cukup luas dengan banyak kursi disediakan welcome drink dan snack
Felisitas KDN,4,5,sangat puas menginap di hotel ini kamar bersih nyaman dan fasilitas lengkap staf ramah dan sangat membantu sejak check masuk sampai check keluar pelayannya juga sangat ramah lokasinya strategis dekat dengan tempat wisata dan kuliner terlebih lagi lokasinny berada di dekat tugu jogja dan di tengah kota saya pasti akan kembali lagi kesini
Maryyones Dora Tokan,2,5,semua keren makanan enak kamar nyaman semua staff ramah dan murah senyum terima kasih untuk pelayanan yang nyaman dan menyenangkan
Ocklan,4,4,sangat menyenangkan bisa menginap di salah satu hotel berbintang ini lokasi strategis dekat dengan tugu jogja malioboro juga tinggal jalan saja depan hotel juga ada halte trans jogja jadi tidak usah takut untuk berpergian namun disayangkan kurangnya inisiatif pelayan terutama saat berada di lobby sangatlah kurang dimana ada tamu yang mungkin sedang sembari menunggu check masuk maupun keluar di ruang tunggu lobby namun terkadang tidak adanya inisiatif untuk menawarkan minum yang tersedia padahal terdapat mesin kopi yang mana mungkin orang tua terkadang gaptek terhadap mesin kopi terlihat tidak prepare dan aga sedikit berantakan
mareta oktavia,1,5,saya sangat puas dengan pelayanan kak april dari sambutan awal hingga saat check masuk check keluar semuanya berjalan lancar kak april ramah tanggap dan membantu kami dengan senyum dia benar benar memperhatikan detail soal kebutuhan kamar rekomendasi fasilitas hotel hingga membantu kami dengan proses pembayaran pelayanannya membuat pengalaman menginap kami jauh lebih nyaman terima kasih banyak kak april
salsal (salsa),2,5,pengalaman table manner terbaik tour kamar bersama kak april yang sangat mudah dimengerti untuk penjelasannya bersama pak angga dijelaskan secara detail untuk the best manner ketika makan dan penjelasan detail dengan makanan dan minuman bersama chef anash dan chef okky
Tri Sari,6,5,tempat strategis makanan enak menu baru smothy juga enak tidak terlalu manis servis mb arvel is the best
PscG,1,5,hotel dengan hati dan hati adalah orang-orang yang bekerja di dalam ramah hangat dan sangat proaktif terhadap kebutuhan Anda perhatian khusus untuk april rani dan lia sarapan prasmanan yang lezat dan menu spesial jika Anda menginap lebih dari 3 malam kami mengambil kamar deluxe kamar memiliki fasilitas dasar jika untuk sesuatu yang perlu dikomentari akan menjadi area toilet bisa lebih disikat secara keseluruhan pengalaman hebat pujian untuk hotel harper
TRI SIH UTAMI,3,5,nyaman sekali harper suite room ditambah view dari dalam kamar ngopi sambil menikmati keindahan kota yogyakarta saya dan keluarga sangat suka dan next time akan booking lagii
Anisa Afifatul Aziizah,60,5,nginep disini karena acara kantor selama 2 hari yang paling bikin terkesan adalah menu sarapannya menunya bener2 bervariasi banget mulai dari makanan lokal western n japanese bener2 bikin betah staffnya ramah2 sekali untuk kamarnya standard seperti hotel bintang 4 pada umumnya di hari pertama kulkas kamar di isi snack untuk 2 orang kalau abis bakal di refill hari keduanya di isi buah2an pelayanannya bagus banget
Yuni Astuti,1,5,makanan dan minuman oke banyak variasi yang tersedia sampai bingung milihnya pelayanan ramah khas masyarakat jogjakarta pagi ini kami dilayani mas fendy yang baik dan ramah matur suwun ngih mas
Dian Maria Andriani,9,5,sangat menyenangkan kamar bersih pelayanan sangat ramah makanannya sangat enak dan bervariasi
Arvellanessa Febiina A.O,3,5,literally very cozy all good roomnya bersih lengkap lagii ada mini bar nya juga isinya komplit menu breakfast nya so yummy
Ashar Alwi,3,5,sangat menyenangkan stay di harper selama beberapa hari overall is the best pelayanan dari frontliner laundry room service sangat menyenangkan next saya akan kembali satu kata untuk harper is the best
Nugraheni Candrasari,8,5,semuanya melebihi ekspektasi mulai dari resepsionis yang ramah dan berwawasan luas sigap dan komunikatif kamar sangat bersih dari bedsheet handuk sampai seluruh perabotannya tisu disediakan sangat berlimpah dan juga disediakan cadangannya jadi tidak perlu request tambahan air minumnya bisa ambil sepuasnya yang sudah disediakan di lorong sarapan paginya sangat variatif dan enak enak semuanya this is the best 4 star hotel that i ve ever stayed with great hospitality tidak akan ragu untuk menginap kembali di lain waktu very recommended
Dimas Alatas,1,5,harper malioboro jadi pilihan favorit kalau ke jogja kamarnya rapi modern dan nyaman pelayanan kak april selalu menyenangkan orangnya sopan dan cepat bantu tamu sarapannya enak dan suasananya cozy dekat malioboro jadi gampang kemana mana
Azmatul Alyaa,3,5,alhamdulillah pelayanan baik helper juga sangat membantu breakfast juga sangat bervariasi dan enak posisi strategis dan dekat dari malioboro terima kasih unyuk helper rani dan walody yang sudah banyak membantu
Ayung Po,2,5,waktu check masuk di terima sama pak titus dan di layani dengan ramah dan sangat membantu sekali terima kasih pak titus sehat selalu dan sukses buat bapak
Cinta Agustina,2,5,untuk pelayanan yang baik kamar hotel yang bagus dan nyaman dengan fasilitas nya dan sarapan pagi nya enak di tambah dengan pelayanan mba arvel yang ramah
Shofi Sunjaya,3,5,pertama nginep di sini makanan oke kamarnya juga oke mantap terimakasih mbak rani dan mbak lony yang membantu mengenalkan makanan khas yogya
Sri Ramadhani,1,5,seminggu yang lalu sya puas nginap disini hotelnya bagus bersih nyaman fasilitas lengkap pelayanan juga ramah mb kani arvel fina pak satpam yang sat set bantuin terimakasih ya dan semua petugas yang berjaga saat itu pengalaman yang menyenangkan 3 hari 2 malam jum at minggu menginap di sini manajemen yang sangat baik menunya juga oke variatif tidak bosenin lokasinya dekat ke tugu jogja dan ke stasiun tugu jg cuma 10 menit lumayan strategis
herman hidayat,1,5,pertama kali menginap di harper malioboro yogyakarta roomnya bersih menu breakfast nya lengkap dan macam fasilitasnya lengkap dan pelayanan kak april sangat helpfull dan ramah sekali next akan kembali menginap di sini
immy silubun,2,5,kamarnya bagus banyk ruangan aestetic makanan enak pelayanny baik tim rustik alowy dan dewi sangat ramah
Citra Network,13,5,excelence service bangett rasa makanan oke banget service di meeting room juga oke banget khususnya team banquet thanks mas fendy dan chef anas
Nuruliqa,4,5,kamar pintar yang luas dan nyaman oke lokasi google bagus hanya saja ada acara lari dan terlalu berisik karena jam 5 pagi sarapannya bervariasi dan hidangannya lezat staf yang sangat membantu terima kasih kepada lina dan isma
muhammad rifki akbar,10,5,untuk pengalaman di sini sangat menyenangkan dan pelayanan baik untyk kamar sangat memuaskan dan untuk sarapan pagi sangat enak sekali dan untuk pelayanan nya mba catur dan mba vina sangat memuaskan
Olvia B,4,5,hotelnya nyaman bersih pelayanan memuaskan terima kasih mba arvel
Mugi SK,57,4,letak hotel pusat kota jalan malioboro kamar hotel bagus dan bersih channel tv lokal tidak banyak dan sering hang menu makanan sebaiknya di rolling dan di perbanyak variasinya
Annisa,1,5,hotel yang sangat ramah anak dari segi fasilitas sarapannya baby chair ergonomis dari kayu ada cuttlery piring gelas sendok garpu mangkuk yang ramah anak dengan bahan melamin dan motif lucu anakku semangat makannya untuk menunya juga variatif untuk anakku belum coba makanan utamanya karena sudah kenyang banget sama makanan lain besok akan coba ada jus sayurnya juga suka banget
Rizaldi Darmawan,3,5,layanan nya baik dan staff hotelnya sangat helpful fasilitas di kamar semuanya bagus dan aman walaupun ukuran kamarnya kecil menurut saya fina
Neri Faradina,2,5,overall good karyawan d hotel ini juga ramah2 teritama mba rina servicenya oke makasi ya
peter sugiarto,2,5,untuk kali kedua saya pilih harper sebagai tempat menginap karena dengan keluarga akhirnya pilih deluxe family dengan kapasitas 3 orang ini yang jadi salah satu pertimbangan overall untuk kamar oke ada dispenser mesin kopi mini di kamar dan dapat free mini bar untuk lokasi sudah tentu strategis dan untuk sarapan lengkap dan rasanya tetap enak sukses terus untuk harper malioboro tetap jaga kualitas layanan untuk para pelanggan
Angelina nindia A.P,6,5,dari segi makanan yang di hidangan sangat enak bikin kenyangg lalu pelayanan tidak usah di tanya ramah semuaa chefnya ada yang ganteng saya dan teman teman nyaman berkunjung di harper malioboro yogyakarta buat mas arma ramah banget
Iuceu putri azzah kirana,2,5,fasilitas sangat bagus nyaman dan bener puas bermalam disini selama 2 hari
Christopher A.S,3,5,udah pasti akan balik lagi harper malioboro bener bener ngasih pengalaman staycation yang fun dan nyaman stafnya perhatian fasilitas lengkap kamarnya cakep dan wangi kak april juga super baik dan ramah puas banget
Dyah Ayu Feby Rismiati,61,5,tempatnya bagus banget makanannya juga enak pelayanan ramah lokasi deket banget dengan tugu malioboro kemana2 jadi gampang deh nilai tambah buat vendy yang sudah mau dengerin masukan buat makanannya disana
Mba Na,3,5,layak bintang 5 2 malam menginap di harper pelayanan sgt bagus kamar bersih menu breakfast beragam rasa juga jempol dan kebetulan kmrn saya mengikuti acara di ballroom semua fasilitas oke snack pagi sore dan lunch tidak ada yang gagal buat yang mau ke jogja saya sarankan untuk bermalam di harper tidak akan kecewa fix desember balik lagi ke helper dengan keluarga
Cibero Abadi Lestari,4,5,harper hotel is the best i will come back again thanks to mr fendy very good sarapan pagi juga oke semua menunya dan kegiatan acaranya kami pun berjalan lancar dari badan gizi nasional
Fatony Wijaya,15,5,luar biasa untuk layanan harper malioboro yogyakarta sebelumnya punya kesan sangat positif di harper hotel di jakarta dan tradisi harper hotel yang selalu menjaga profesionalitas dan full service untuk tamu dan kami khususnya mulai dari greetings sambutan sampai check keluar tak lepas dari senyum team harper malioboro yogyakarta selayaknya rumah sendiri menjadikan suasana harmonis dan menyenangkan cocok buat travelling solo maupun bersama keluarga tentunya next travelling must be stay at this hotel it must terima kasih untuk mbak maya dan team f b dengan pelayanannya yang ramah penuh senyuman sukses untuk harper malioboro yogyakarta
Adinda Khairunnisa,1,5,baik pelayanannya ramah chef nya ramah dan jelas makanannya enak tadi ada sedikit yang asin tapi tetap enak ruangannya bersih penataannya rapi
Inez Fauziyah,7,5,1 terdapat bar tanpa ada minuman alkohol terdapat smooking area 2 dilantai 3 terdapat kamar sudah menerapkan go green 3 setiap kamar terdapat mini bar dan free semua ada pembuat coffe terdapat google nast terdapat dispenser sendiri juga didalam kamar luas 36 meter 4 terdapat swimming pool kedalaman 50cm dan 120 cm tempat gym 5 lift hanya bisa berjalan jika mempunyai kartu aksesnya 6 lt 2 semua meeting room mushola sangat cocok untuk menginap bersama keluarga atau teman teman karena tempatnya fasilitasnya sangat lengkap sekali dan sangat sangat nyaman
Latifah Ananda,3,5,layanan dari pegawai nya sangat ramah fasilitas kamar nya jangan bagus dan banyak tipe kamar yang sangat bagus lokasi nya juga sangat strategis di kota jogja dekat dengan malioboro tugu dan stasiun makanan yang di sediakan juga sangat banyak variasi dan rasanya sangat enak
Vino Darren,1,5,pelayanan hotel ini ramah dan on point ruangan di sini bersih sehingga saya nyaman breakfast di hotel ini prasmanan dan banyak pilihan hotel ini menjadi pilihan saya ketika berlibur di jogja
Fina Julianti Nurhasanah,6,5,haturnuhun kang aldo udah bantu banyak service excellence banget top pokoknya terimakasih mau langganan setiap ke jogja
Z Fithra,7,5,terima kasih atas pelayanannya terutama buat mba maya yang masuk charge pada hari kamis 13 nov 2025 service dan hospitality nya menyenangkan
Rahmat Nuzuluddin,2,5,pelayanan dari mbak arvel oke ramah kamar rapi kamar mandi bersih restoran tenang dan makanannya banyak jenisnya anak2 suka
LyaceyY,1,5,hotel ini bikin aku pengen balik lagi huhu bukan cuma karena lokasinya strategis atau kamarnya nyaman tapi karena pengalaman stay nya terasa personal pelayanan baik kak april itu highlight utama beliau inget banget detail kecil tamu selalu siap bantu dan bikin nginep jadi pengalaman yang hangat dan menyenangkan
don jati,9,5,di resto saat sarapan disediakan gelas air putih tapi sebaiknya ada staff yang berkeliling untuk menambahkan air putih atau menawarkan air putih buat apa disediakan di meja jika harus mengambil sendiri air putihnya terimakasih semoga diperbaiki pelayanan yang sudah bagus
dsurya,144,5,lokasi strategis banget dari stasiun tugu tinggal sak plintengan pelayanan oke kamar clean n nyaman the bestnya welcome drink n snacknya enak²
Zalfa Nurul Azizah,1,5,saya mengikuti table manner di hotel harper dengan teman teman kami belajar mengenai bagaimana cara makan yang baik dan sopan sudah dengan penjelasan fungsi dari setiap alat makan dan mengajarkan cara duduk yang benar serta urutan makan dari hidangan pembuka sampai penutup kegiatannya menyenangkan karena kami langsung mempraktikkan apa yang dijelaskan dari pengalaman itu saya menjadi mengetahui pentingnya menjaga sikap saat makan bersikap sopan
Muhammad Bambangw,2,5,sangat menyenangkan dan sangat memorable sekali hotelnya sangat mewah dan sangat nyaman ditempati fasilitasnya oke pelayanannya lebih oke thanks harper s hotel for all memory and experience
Evira Rahmawati,2,5,kamar oke bersih tv udah smart jadi bisa nonton netflix dll breakfast byk banget pilihan tapi ttp favoritku yang serba rebus ada ubi jagung edamame dan ada minuman tradisional jg gk nyesel nginep disini plynn oke mksh mb arvel
Andreas Hutauruk,19,5,pengalaman breakfast yang tidak bakal d rasain di hotel lain pelayanan bersahabat dari staf resto atas nama vina dan biyan sukses terus harper malioboro
MAIJUN MAIJUN,2,5,pelayanannya ramah ac dingin dikamar disediakan cemilan dilemari es tempat tidur nyaman menu breakfast juga enak ada es cream rekomendasi klo ke jogja nginep di harper saja untuk staff mas titus mbak walodi thanks atas pelayanannya yang ramah
chuwii,1,5,makanannya enak enak semua saya paling suka gudegnya sih udah gitu pelayanannya baik baik yang jaga stall juga mereka ramah dan grecep banget bikin pesanannya
eka nenny,3,5,saya menginap dsini selama 5 hari masyaallah recomended banget sarapan oke tiap hr kamar d bersihkan dan rapi di rustic dilayani mb fina dengan sepenuh hati dan cekatan trimakasih banget next kita kembali ksini insyaallah
Anissa Dwi Aryanti [FV 2025],1,5,harper ballroom besar dan nyaman tempatnya kemudian disini ada 131 kamarr yang bersih dan terjangkau table manner disini jg enak makanannya staf staf nyaa jg ramah asiq ka april ka ajeng top banget
Andra pradika Pradika,1,5,kamar super bersih hotel ini layak menjadi hotel wajib jika kalian berkunjung ke jogja staff nya ramah dan asik banget ngobrolnya juga seperti temen sendiri jadi tidak canggung saya stay di kamar 520 ac dingin kamarnya sudah smart room dengan fitur google nest kalau mager tinggal oke google hahaha bagus thks april
Rosmalida Widianti,3,5,sarapannya beragam pilihannya banyak dari makan ringan sampai berat fasilitas dan pelayanannya baik staffnya juga ramah kami juga dibantu dengan mba arvel
Mersalina Biel,21,5,letaknya strategis breakfast nya banyak varian ramah google assistant nya bikin tambah nyaman
Ninda Yunita Tunggal Sukmo,5,5,ambience oke pelayanan luar biasa lokasi sangat strategis bisa jalan kaki ke tugu malioboro sukses selalu harper malioboro thankyou mba arvel untuk sambutannya thankyou juga mba lina di rustik resto masih ingat untuk menawarkan ice cappuccino favorit kami padahal sudah berganti hari
Febrina Putri,1,5,pelayanan bagus banget kamar nyaman dan suasana tenang senang ketemu kakak arvel
Alya Rismaulani_010,2,5,kegiatan table manner dan hotel tour di hotel harper malioboro yogyakarta memberikan pengalaman berharga dalam memahami etika makan resmi dan dunia perhotelan melalui acara ini saya belajar tentang tata cara bersantap yang sopan penggunaan alat makan serta sikap profesional saat jamuan selain itu kegiatan tur hotel menambah wawasan tentang fasilitas pelayanan dan kerja sama antar bagian di hotel secara keseluruhan kegiatan ini sangat bermanfaat untuk meningkatkan pengetahuan etika dan kesiapan menghadapi dunia kerja
kanzul fikri,1,5,untuk pelayanan bagus kamar sayang ketika bersih² gelas nya tidak di ganti dibersihkan pelayanannya sih baik banget ramah trimakasih kak catur untuk pelayanan nya
Kaharudin Aldian Saputra,117,3,pengalaman menginapnyang cukup oke makanan saat sarapan di hotel ini cukup beragam dan 90 makanannya enak staf resto cukup responsif saat ada piring kotor terdapat pilihan kopi juga saat sarapan kamar cukup nyaman namun kamar mandi tergolong sempit amenities cukup lengkap tersedia juga handuk kecil untuk muka menginap 3 hari disini diberikan snack pada hari pertama kemudian diberikan buah dihari berikutnya keseluruhan staff cukup ramah namun security kurang cekatan dan terlalu memilih milih tamu yang dilayani tamu dengan pakaian biasa saja dan bukan rombongan seolah2 pengunjung biasa security menumpuk di pintu tapi dengan kondisi pakaian seadanya tidak dibukakan pintu secara keseluruhan hotel ini cukup nyaman
S L Chong,2137,5,kami menginap 3 malam di hotel ini dan sangat menikmatinya lobi memiliki minuman selamat datang dan makanan ringan sambil menunggu untuk check masuk ada set teh selamat datang masuk kamar yang luas dan bersih kamar dibersihkan setiap hari dan minuman dan makanan ringan gratis diisi ulang sarapan memiliki berbagai macam makanan lokal yang baik staf semua ramah membantu dan ramah
Ibar Budi,6,5,hotel nyaman kamarnya bagus rapi bersih pelayanannya ramah makananya juga banyak pilihan menunya hotel recomended di jogja thanks to mas radit dan ning biyan hospitality
azzahra zakkiyah,1,5,seneng banget bisa dapat pengalaman dan ilmu baru dari hotel ini terutama dari executive chef nya humble dan baik skli dan dapat ilmu baru dari beliau
Izmi Kameliya,3,5,best banget sama team banquetnya sat set sani arma karel semoga terus seperti itu salesnya juga best bange mas dayat sudah sabar menghadapi kami semoga team hotel harper senan tiasa sehat bisa melayani dengan sepenuh hati terus
Najwa 2022,1,5,tempatnya bagus dan nyaman makannya enak banget terutama dessert pelayanan sangat bagus ramah tempatnya bersih dan higienis tempatnya nyaman banget
Rike Anggun Artisa,7,5,tempat strategis dekat tugu jogja pelayanan oke makanan enak thanks mba fina atas hospitalitynya
Amalia Hayati,4,5,pokoknya buat kamu yang lagi cari hotel di area malioboro dengan pelayanan terbaik ramah dan bikin betah tidak usah ragu lagi buat booking harper malioboro rating santai dari aku 9 5 10 nilai 9 5 ini semua buat pelayanan mereka yang outstanding makanan resto yang sangat variatif sampe dibikin bingung mau makan apa untuk isi perut mungil ini terima kasih banyak supportnya kak walody
Isma Habibah,1,5,overall good breakfast lengkap dan endul tidak boring menu nya bisa bikin mie instan di bfast kaya hah hotelnya keren banget kamar juga oke kebersihan kamarnya terjaga setiap hari staff membantu saya selama tinggal di hotel ini thks april and team
Clara Clara,3,5,tempatnya sangat nyaman bersih rapi dan aesthetic jadi bagus buat foto foto makanannya mantab banget dan tampilannya cantik pelayanannya juga ramah terima kasih untuk semua petugas di hotel harper malioboro
Nadhif Fa'izun,49,5,untuk harganya worth banget kamarnya cozy banget makan siangnya juga enak banget terutama mie godognya pelayanan servicenya dari mas onel juga optimal recommended banget lah disini
Rina Arvianti,2,5,staf ramah gercep piring kotor langsung diangkat makanan enak terimakasih kak fadila kak dimas chef rustik sehat selalu selamat melayani
Sri Dewi Susanty,10,5,setiap ke jogja pasti yang diingat hotel harper letaknya straregis kamar dan fasilitasnya sesuai dengan kebutuhan untuk akomodasi keluarga kali ini kami memesan kamar family room secara langsung lewat website harper ternyata banyak keuntungan jika booking langsung seperti welcome snack dan snack di kulkas yang disediakan free di setiap kamar disediakan dispenser dan bisa diisi ulang jadi tidak perlu repot untuk persediaan air minum di kamar sarapan untuk anak anak free dan variasinya banyak yang saya ingat kalau sarapan di sini bubur ayamnya enak dengan banyak topping yang bisa dipilih sesuai selera sarapannya juga memanjakan anak anak dengan disediakannya es krim rasanya mengingatkan saya pada rasa es krim zaman masa kecil dulu saya juga menikmati es krimnya ketika sarapan para staff sangat ramah dan mengajak tamu ngobrol menanyakan kebutuhan dan layanan para staff juga mengenali tamu tamunya dengan baik ini juga nilai tambah jika berniat wisata di dalam kota hotel ini sangat strategis di pagi hari bisa jalan pagi menikmati beberapa ikon penting jogja seperti tugu malioboro dan benteng vredeburg insya allah kalau main ke jogja lagi akan menginap di sini berniat untuk extend tapi ssyangnya tidak available
miftah hul,3,5,pengalaman lunch kali ini sangat berkesan berkat pelayanan mbak arvel beliau memberikan pelayanan yang cepat sopan dan penuh perhatian terhadap detail hal ini menunjukkan standar pelayanan yang tinggi dan membuat kami merasa dihargai sebagai tamu
Bening Gemilang,14,5,kalau ada bintang melebihi bintang 5 akan ku berikan untuk pelayanan dari hotel ini varian makanan cukup banyak
Eka C Tanlain,13,5,menginap di hotel ini sangat menyenangkan kamar bersih dan cukup luas semua stafnya helpful bagus hospitalitynya paling best adalah restonya semua ramah dari hari pertama sampai sampai saat mau check keluar terus bentar bentar ditanyain mau diambilin apa dikonfirmasinya makanan dan ruangan nyaman atau tidak di paket meeting juga banyak ragam snacknya mulai dari international sampai traditional enak jadah tempenya hehehe dan my most favourite ada mesin kopinya air mineral tersedia di galon jadi minim sampah plastik juga pokoknya wort it
Dadang H,57,5,hapis pertemuan di ballroom nya bagus makanan n snack nya enak2 ada mesin coffee maker yang menolong saat ngantuk terimakasih hotel harper se u next time
Yusron Ansori,47,5,pelayanan baik makanan sesuai selera kamar baik dan semua berfungsi normal terima kasih mbak fina
Putri Cahaya,1,5,mantap menu breakfastnya enak2 pelayanannya juga ramah pol sama kak arvel dan kak fina matur nuwun
Sri Agustini,82,5,kamarnya bersih mbak arvwl ramah lokasi hotel strategis bisa belanja
Bintang Janitra,2,5,pelayanannya ramah dan profesional staf hotel selalu membantu dengan sopan membuat pengalaman pertama terasa nyaman dan menyenangkan
36 Zaya,1,5,sangat menyenangkan sekali hidangan yang menggugah selera kamar yang bagus luas dan canggih serta pelayanan yang ramah
Izad Farahidi,7,5,hotel yang menurutq sangat direkomendasikan karena lokasinya yang luar biasa kemanapun bisa diakses pilihan tepat jika qta ingin kemudahan akses untuk menjelajahi pusat kota jogja lebih mantul kelebihan utama lokasi super strategis bisa jalan kaki ke tugu jogja malioboro dan stasiun tugu fasilitas bagus kolam renangnya bersih dan nyaman untuk bersantai sarapan lengkap pilihan menu sarapan sangat beragam dan rasanya enak pelayanan baik staf ramah dan sangat membantu sangat cocok untuk karyawan dan keluarga yang memprioritaskan lokasi dan efisiensi waktu rencana perjalanan ini fokus pada efisiensi dengan memanfaatkan lokasi strategis hotel harper selama menginap 5 hari
Iksan Ramadhan,11,5,kran kamar mandinya harus di puter maksimal biar bisa hangat jadi terlalu kencang semburan airnya
"ssup, Leil.",1,5,kakak kakaknya ganteng canci banget menambah mood mamm makanannya juga enak enak banget plcc yaarreu service nya juga enakeun banget must go here kalau ke malioboroo
The 97069,3,4,sarapannya enak untuk mereka yang mencari campuran hidangan lokal dan kontinental. Saya menginap selama 5 hari dan hidangannya beragam pilihan pujian layanannya ramah dan bersahabat
Bagus Dimas Kurniawan,7,5,sangat memuaskan pelayanannya menu sarapan cocok dilidah
Amawati,1,5,kamarnya nyaman dan bersih makanannya enak sesuai dengan lidah oranag ponorogo lokasinya berada di daerah yang strategis bisa mengakses tempat wisata malioboro dengan berjalan kaki
11maret2025,2,5,breakfast nya enak variatif semua team restoya sigap membantu thanks mba arvel
Lina Sulistyawati,6,5,pelayanannya bagus makanannya enak dibantu sama mas dimas dan mb fadila yang ramah banget thanks ya
ISNA NUR LATIFAH,1,5,hotel dengan pelayanan terbestt para pekerja yang ramah dan sopan makanan memuaskan lokasi yang strategis membuat suasana nyaman
Bambang EHC,4,5,baru dateng udah disiapin makan siang yang enak saya suka soto lamongan ayam gorengnya jg enak empuk
Anita dwi rahayu Rahayu,1,5,terimakasih pelayanan nya ramah sekali untuk kak walody dan kak maya service nya mantap dibantu diambilkan kebab nya juga untuk kamarnya juga tidak ada kendala sama sekali kamar bersih
akmal widiyanto,1,5,kamar bersih dan wangi di tengah kota dekat pusat oleh oleh pelayanan sangat baik sangat nyaman sangat rekom untuk liburan bareng kluarga dan acara kantor
star phu,1,5,kamar super nyaman kami mendapat makanan ringan dan begitu banyak bantal yang membuat tidur kami lebih nyenyak dari sebelumnya tempat tidur empuk kamar mandi yang bagus fasilitasnya hanya tingkat atas lovin it
Rindi Antika,1,5,pengalaman yang sangat seru belajar table menner dan di hidangkan dari menu appetizer sampai dessert semua makanannya enak
Sujarno 1470,2,5,Nyaman cuma ruangannya agak lebar mamba fina
nudar fataha,7,4,sebenernya hotelnya enak banget dari segi fasilitas dan lokasi tapi mungkin aku lg sial karena pipa wastafel bocor sudah bilang ke resepsionis untuk dibenerin dan dibenerin tapi besoknya bocor lagi hahah lain kali mungkin dicek ulang kali ya bisa layak ditempatin apa tidak makanan buffet sarapan 3 5 5 lahh
Dewi Anindita,9,5,bagus banget pelayanan nya makanan nya enak the besy deh pokoknya staffnya ramah banget apalagi mba arvel best deh
Visnu Bhawono,1,4,ambien nya enak banget service dan people nya layak merepresentasikan keramahan yogya sudah saya rekomen ke kerabat terima kasih mbak arvel
Bellinda Deak,1,5,pelayan nya bagus banget nyaman worth it udah berkali kali kesini
