User Name,Review Time,Rating,clean_text,Tipe,Kelas,Nama_Hotel,AI_Sentiment,AI_Sentiment_Score,AI_Primary_Theme,AI_All_Themes
na la,2022,5,pelayanan ramah staf hotel selalu menerapkan senyum sapa dimanupun tempatnya kapanpun bertemu siapa saja stafnya menandakan hotel yang memiliki standar pelayanan tinggi memliki parkir yang luas fasilitas lengkap kolam renang kafe dll untu kamar tidak begitu luas tapi tidak mengurangi kenyamanan bermalam di hotel khas pekalongan fasilitas di kamar ada smyang spesial ada peralatan salat al quran sarung mukena dan sajadah,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9992544054985046,Service Quality,Service Quality (1.00); Staff Conduct & Hospitality (1.00); Facilities & Amenities (1.00)
Nurakhmad Ragil,2022,4,sudah berganti nama jadi hotel khas pekalongan pelayanan cukup bagus staf sangat membantu dengan membukakan akses lift ketika saya hendak menjemput keluarga yang berbeda lantai untuk ruangan masih standar hotel butik sarapan ada alat pembuat kopi yang ternyata berbayar untuk menu sarapan biasa tapi rasa nya cukup enak harga tarif kamar cukup tinggi mengingat lokasi di tengah kota pekalongan dekat dengan alun alun,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9988352656364441,Service Quality,Service Quality (0.97); Staff Conduct & Hospitality (0.86); Facilities & Amenities (0.85)
Kurnia Amaliasari,2023,4,hotelnya bagus di pusat kota disediakan sajadah sama mukena wangi pula tapi kebijakan sarapannya saja sih agak kurang sreg masa 6taun sudah kena muatan sebanyak apa ya anak umur 6taun sarapan,BUMN,Bintang 3,KHASPekalonganHotel,negative,0.8904330730438232,Facilities & Amenities,Facilities & Amenities (0.91); Management & Policy Issues (0.77); Religious & Halal Features (0.65)
Aqilatul Ulya,2021,5,hotelnya nyaman terletak strategis di tengah kota bersih ruangan ballroom mushola toilet resto kolam renang dan kamar hotel berbasis syariah terbaik menyediakan alat ibadah di dalam kamar tetap menjaga protokol kesehatan mukena semua baru dan wangi masih dibungkus plastik pelayanan dengan protokol kesehatan peserta kegiatan nyaman baik mempertahankan dan tingkatkan pelayanannya,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9993256330490112,Facilities & Amenities,"Facilities & Amenities (1.00); Cleanliness, Hygiene & Maintenance (0.99); Service Quality (0.97)"
Nierdee,2023,5,kamar hotelnya tidak terlalu luas tapi cukuplah buat berdua untuk urusan dinas hanya saja penerangan kurang sehingga untuk kerja tidak bisa melayani oke makan malam juga oke lokasi mudah dijangkau dan dekat dengan alun alun pekalongan dekat dengan pusat batik pekalongan juga tempat parkir kurang lebih semua dianjurkan banget apalagi di kamar ada sajadah sarung dan mukena serta al quran saya kembali lagi untuk urusan dinas menginap tipe delux dan penerangan lebih oke dari tipe superior waktu itu,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9989882111549377,"Location, Accessibility & Parking","Location, Accessibility & Parking (0.86); Facilities & Amenities (0.55); Service Quality (0.49)"
Angga Noer,2024,5,Bukber mencoba semua anda bisa makan harga dan menu sesuai pelayanan oke makanan selalu siap dan tidak pernah terlihat kosong sampai 2x kesini cuma buat bukber,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9993168115615845,Service Quality,Service Quality (1.00); Booking & Reservation Experience (0.98); Pricing & Value for Money (0.97)
muhammad ulinuha,2023,2,untuk pelayanannya di mohon untuk tidak melihatnya mengatur ulang pemesanan jujur ini hotel bagus tempatnya strategis tapi meskipun konsumen pesan lewat aplikasi dengan harga promo murah jangan di pindah pesananya contoh yang di alami saya kmren pesan yang satu tempat tidur lantai atas yang saya dapat malah twin bed untuk kamar 107 di bagian toilet airnya tergenang terima kasih,BUMN,Bintang 3,KHASPekalonganHotel,negative,0.9885671138763428,Booking & Reservation Experience,Booking & Reservation Experience (0.98); Guest Experience (0.98); Service Quality (0.95)
Tege Santoso,2024,4,cukup bagus kamarnya bersih dan yup ada sajadah dan alquran jadi merasa hotel syariah lokasi sampingan sama pegadaian pekalongan dekat alun2 yang masih renovasi deket masjid sarapan cukup variasi pelayanan ramah taruhan tinggal gmaps ketemu saya tidak berekspekasi lebih karena menyesuaikan harga bahagia vekesyen kurangnya parkir motor panas mesake dan jauh pula,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9987244009971619,Facilities & Amenities,"Facilities & Amenities (0.98); Service Quality (0.94); Cleanliness, Hygiene & Maintenance (0.92)"
Nita Rachmayani,2021,4,hotel yang berlokasi strategis dkt alun alun kota dis sekitar ada pusat perbelanjaan dan kuliner fasilitas hotel baik ada ruang pertemuan restoran kolam renang lahan parkir lmyn luas kebersihan jg baik dan prokes dijalankan dengan baik staf semua ramah dan membantu sarapan prasmanan enak banyak variasi saya menginap bersama klrg dengan 3 anak kecil dan tidak kena biaya terimakasih sgt membantu sekali ini membuat qt hehe kekurangan cm kolam renang kecil wastafel di kamar ketutup menginap yang menyenangkan terimakasih,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9994117021560669,Staff Conduct & Hospitality,"Staff Conduct & Hospitality (0.61); Facilities & Amenities (0.58); Cleanliness, Hygiene & Maintenance (0.35)"
Jenny Wibowo,2023,4,hotel bersih semua petugasnya ramah dan sangat membantu tempat parkirnya luas dekat dengan pusat perbelanjaan ada kolam renang tapi kecil sayang nya pesan non merokok kamar tapi kamar nya bau rokok juga warna handuknya sudah tidak putih lagi,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.878162682056427,Facilities & Amenities,"Facilities & Amenities (0.99); Location, Accessibility & Parking (0.99); Cleanliness, Hygiene & Maintenance (0.99)"
Widia Maya Sari,2023,5,Pelayanannya baik sekali saat kami datang keadaan masih hujan satpam sangat ramah dan peka memayungi kami resepsionis dan pelayan yang lain juga ramah kamar dan kamar mandi bersih kolam renang juga bersih dan asri karena disekeliling banyak tanaman hijau,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9990000128746033,Facilities & Amenities,Facilities & Amenities (1.00); Service Quality (0.99); Staff Conduct & Hospitality (0.99)
Pu Tatapu,2023,5,kamar tipe kembar agak sempit tapi sejauh ini nyaman ac dingin banget kamar mandi bersih ini yang wajib sayang kolam renang buat anak-anak tidak ada cm semalem doank nginep sblm kembali k jkt lagi,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9970582723617554,"Cleanliness, Hygiene & Maintenance","Cleanliness, Hygiene & Maintenance (0.99); Facilities & Amenities (0.94); Room Quality & Comfort (0.94)"
Risqi Khonikmah,2025,4,kamarnya lumayan sempit pelayanan biasa saja makanan jadi lokasi cukup strategis,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9773954749107361,Guest Experience,Guest Experience (0.94); Facilities & Amenities (0.86); Food & Beverage (0.84)
Budi Lestari,2023,5,kamar sesuai ekspektasi udara dan mandi bagus nyaman u mandi wifi bagus makanan yang paling enak saat ramadhan selama 3 hari ini lotis kolak wedang asem teh buah nasi mandi,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9990788698196411,Facilities & Amenities,"Facilities & Amenities (1.00); Room Quality & Comfort (0.99); Cleanliness, Hygiene & Maintenance (0.98)"
Jesika Je,2022,3,checkinnya lambat checkoututnya juga lambat mungkin harus tambah staf housekeeping kipas acnya terlalu berisik dinding terlalu tipis karena suara tembus lokasi strategis sekali sarapan oke cukup baik di kolam enak buat nongkrong parkir luas sekali staf ramah lain kali bisa diperbaiki ya,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9737531542778015,"Location, Accessibility & Parking","Location, Accessibility & Parking (0.97); Facilities & Amenities (0.96); Guest Experience (0.89)"
sylvi agustin,2022,5,staf hotel sangat ramah dan pelayanannya sangat baik kamar bersih makanannya enak berani bumbu pengalaman pertama menginap dsna tak terlupakan karena teman dibantu pihak hotel mberikan kejutan ultah terharu,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9994528889656067,Staff Conduct & Hospitality,"Staff Conduct & Hospitality (0.99); Guest Experience (0.99); Cleanliness, Hygiene & Maintenance (0.98)"
Desti,2025,4,Yang lain bagus pelayanan nya pun cuma kamar mandi lagi kotor,BUMN,Bintang 3,KHASPekalonganHotel,negative,0.997672975063324,Service Quality,Service Quality (0.80); Guest Experience (0.73); Facilities & Amenities (0.64)
riyan ae,2023,3,secara kamar bagus cuman handuk buat mandi tamu bau apek saat sarapan pesan omlet duluan eh orang yang baru datang saat depan meja gw malah di duluan kedepan tolong tingkatkan pelayanan secara memang rame tamu tapi peralatan sarapan seperti sendok garpu ama tisu diminta dulu baru dikasih team resto tolong di tingkatkan terimakasih,BUMN,Bintang 3,KHASPekalonganHotel,negative,0.9691712260246277,Guest Experience,Guest Experience (0.97); Service Quality (0.94); Facilities & Amenities (0.94)
Ratna Natalia,2021,5,staf baru ramah kamarnya bersih fasilitas lengkap sabun sampo pasta gigi sendalnya hanya bisa satu padahal kamar untuk tamu 2 orang spray dan kasur saat masuk tidak lisin dan rapi dalam menata saat tidur spray seperti ada bau pada selimut ntah di ganti atau tidak selimut kamar baru tidak terlalu luas alhamdulillah ada perlengkapan sholat sarapannya enak dan bervariasi,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9986979961395264,Facilities & Amenities,"Facilities & Amenities (0.99); Staff Conduct & Hospitality (0.95); Cleanliness, Hygiene & Maintenance (0.95)"
HSS,2023,1,bau apek kamarnya dan lantainya dan sempit saya sudah minta tolong diurus tapi hanya hanya disemprot saja padahal yang apek keseluruhan beddingnya tidak menyelesaikan masalah sudah terlanjur kecewa dengan pelayanan hotelnya kamar mandinya sangat sempit tidak cocok untuk keluarga saya akhirnya memutuskan pindah ke hotel lain yang jauh lebih baik meskipun sudah membayar di khas tidak apa2 membayar lebih demi kenyamanan dan liburan yang menyenangkan saya tidak akan kembali lagi ke khas,BUMN,Bintang 3,KHASPekalonganHotel,negative,0.9978492259979248,Pricing & Value for Money,Pricing & Value for Money (0.91); Service Quality (0.86); Facilities & Amenities (0.80)
Ulfah mafaza Karimah,2022,4,kali kedua menginap di khas pekalongan karyawan ramah2 parkir aman menu bf enak lengkap dan banyak pilihan tempat makanannya nyaman kamar bersih ac dingin yang belum ada perubahan itu pencahayaanya kurang terang terus kasurnya agak kurang empuk sudah membutuhkan banyak hotel di pekalongan tapi kalau di khas pekalongan cocok banget,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9990899562835693,"Location, Accessibility & Parking","Location, Accessibility & Parking (0.96); Facilities & Amenities (0.95); Staff Conduct & Hospitality (0.94)"
Fika Marlia,2023,4,hotelnya nyaman hanya saja acnya seperti lama saya memesan 4 kamar 2 kamar ada masalah di ac tapi pelayanan sangat baik respon cepat ditangani sampai selesai lokasi sangat strategis dekat alun2,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9964774250984192,Service Efficiency & Responsiveness,Service Efficiency & Responsiveness (0.99); Service Quality (0.99); Guest Experience (0.97)
masbenx,2022,4,hotel dengan lokasi dan pelayanan terbaik terletak 100m dari alun alun purwokerto kamar yang bersih dan lumayan luas memiliki fasilitas peminjaman alat salat yang membuat hotel ini terasa unik dan religius kekurangan hanya di rasa dari masakan di sarapan baru,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9991759657859802,Facilities & Amenities,Facilities & Amenities (0.99); Service Quality (0.99); Room Quality & Comfort (0.96)
Khadijah Abdul Hasib,2021,5,berada di pusat kota dekat seberang hypermart dan belum cukup jalan kaki untuk menuju ke sana banyak jajanan kaki lima yang bisa dicoba di alun alun bagi pengunjung yang ingin berkeliling atau berbelanja di sekitar terdapat becak yang bisa mengantar terdapat toko batik dekat dengan hotel bisa dengan berjalan kaki atau menggunakan becak untuk ke sana kamar tidak terlalu luas namun nyaman untuk ditempati kamar mandi menggunakan pintu kaca sehingga ada ruang ruang antara kaca dan dinding sehingga kurang privasi selama di kamar agar jika tinggal berdua di kamar karena suara pengguna kamar mandi akam mudah terdengar selama di kamar kolam renang disamping restoran namun tidak terlalu besar menu,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9988611936569214,Facilities & Amenities,"Facilities & Amenities (0.90); Location, Accessibility & Parking (0.66); Service Efficiency & Responsiveness (0.54)"
John,2022,2,kamar perlu renovasi tapi lebih banyak masalah kondisi pembersihan tidak benar kotor sekali rambut dan kotoran bagus udara kencang ac kuat kasur bagus kurang pembersihan tidak bagus fasilitas lama kamar sangat kecil,BUMN,Bintang 3,KHASPekalonganHotel,negative,0.996380627155304,Facilities & Amenities,Facilities & Amenities (0.84); Management & Policy Issues (0.47); Sustainability & Environmental Quality (0.45)
itha Chiinta,2024,5,petugas hotel semua ramah ramah lokasi hotel dekat sekali dengan mol dan alun alun bisa juga menikmati jalan kaki malam makan dipinggir jalan banyak kompleks pertokoan,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9995237588882446,Staff Conduct & Hospitality,Staff Conduct & Hospitality (0.99); Family & Group Friendly (0.99); Facilities & Amenities (0.99)
Marolop Sitohang,2019,3,akomodasi tempat tidur dan hiburannya standar namun untuk fasilitas toilet dan kamar mandi tempatnya terlalu menekan sempit dimana pintu masuknya terlalu tepat terhadap toilet duduk jika anda yang badannya subur hendaknya mencari alternatif lain btw ruangan yang saya gunakan deluxe double bed sarapan yang disajikan bervariasi hanya cenderung tanpa rasa letak hotel ini cukup strategis karena dekat dengan alun alun dan jika ingin menikmati kopi tahlil ppip bisa dijangkau dengan berjalan kaki,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.993606448173523,Facilities & Amenities,"Facilities & Amenities (0.99); Food & Beverage (0.94); Location, Accessibility & Parking (0.89)"
Sandra Widjajahakim,2018,5,hotelnya baru 2 tahun yang lalu desainnya bagus untuk ukuran hotel bintang 3 harga lumayan murah dengan menggunakan peta google lokasinya tepat masuk kedalam kamar meskipun kecil tapi tertata cukup bagus tapi hati hati hati kalau memecahkan gelas untuk menyikat gigi di dalam kamar mandi karena harga 1 gelas Rp 40 0 cukup mahal,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9697118997573853,Service Quality,Service Quality (0.94); Facilities & Amenities (0.93); Pricing & Value for Money (0.89)
Budi Dewanto,2021,3,Salah satu hotel di kota pekalongan yang dekat dengan alun2 hotel bintang dengan tempat parkirnya yang cukup luas tapi tarif kamar baru di masa ppkm tingkat 4 cukup sedikit diskon baru di 450rb tapi yang menginap masih cukup lengkap kamar ada tambahan sajadah sarung sholat dan mukena bravo sukses,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.998700737953186,"Location, Accessibility & Parking","Location, Accessibility & Parking (0.97); Facilities & Amenities (0.96); Pricing & Value for Money (0.87)"
dwi hascaryo,2022,5,kamar superior twin tidak terlalu luas fasilitas hotel mantap pesan lewat pergi2 menit terakhir dan ternyata puas hanya kekedapan kamar msh kurang ya lebih menyenangkan terima kasih khas pekalongan,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9989845156669617,Facilities & Amenities,Facilities & Amenities (0.97); Booking & Reservation Experience (0.93); Guest Experience (0.93)
mb brotodianto,2024,5,hotel yang nyaman strategis nilai tukar uang terletak dekat dengan alun2x serta tempat kuliner yang enak2x,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9995542168617249,Facilities & Amenities,Facilities & Amenities (0.99); Pricing & Value for Money (0.97); Service Quality (0.90)
Ujang Hamdani,2022,5,kemarin waktu liburan menginap di sini trus ada barang anak yang ketinggalan awalnya pasrah sudah merelakan ternyata pihak hotel bersedia mengirimkan kembali barang tersebut ke alamat rumah kami pelayanan yang sangat memuaskan,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9875396490097046,Service Quality,Service Quality (0.98); Guest Experience (0.94); Service Efficiency & Responsiveness (0.90)
Ang Siao Ngo,2020,4,Protokol kesehatan sangat bagus tamu diwajibkan cuci tangan dulu dan tersedia 2 wastafel saran menggunakan kran ijakan kaki sehingga tidak perlu memutar menggunakan tangan kamar bersih petugas semua ramah sudah menggunakan kartu mengetuk untuk mengangkat menu sarapan mungkin jam ditambah dengan makanan lokal megono nya kurang merasa rasa lokalnya sejauh ini secara keseluruhan sudah bagus,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.998561680316925,Service Quality,"Service Quality (1.00); Cleanliness, Hygiene & Maintenance (1.00); Staff Conduct & Hospitality (0.99)"
Ririn Simbolon,2023,5,overall oke sarapan nya cukup lengkap pelayanannya bagus hotel pertama kali yang nawarin troli buat bawa tas yang lumayan banyak semoga wifi nya bisa lebih kenceng dan lain kali bisa kembali lagi,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9984230995178223,Service Quality,Service Quality (0.98); Facilities & Amenities (0.95); Guest Experience (0.91)
Bennyanto Sunarto,2020,5,untuk hotel anggaran oke banget untuk pekalongan ya parkir luas kamar bersih meski tidak seluas yang di semarang atau yogya ada kolam sarapan buffet era pandemi jarang yang buffet dan variasi makanan jg cukup banyak minus pemeliharaan ac mohon diperhatikan ac tidak dingin ternyata filternya penuh debu,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9685736298561096,"Location, Accessibility & Parking","Location, Accessibility & Parking (0.89); Facilities & Amenities (0.87); Pricing & Value for Money (0.84)"
Thomas Enrico Luciano,2022,2,saya tinggal di sini karena lokasi dekat ke mana mana mana masuk lobi enak dingin wangi tapi begitu masuk kamar agak mengecewakan sih di bawah tempat tidur itu berdebu sekali tidak pernah di bersihkan terlihat sekali ada bekas masker dari tamu sblmnya itu menandakan kamar tidak di cek dengan baik untuk menu sarapan buffet nya sangat tidak karuan mengisi ulang pun lama heran yang ramah hanya trainee yang namanya adis ramah baik cekatan beda dengan staf nya semoga bisa di perbaiki,BUMN,Bintang 3,KHASPekalonganHotel,negative,0.9976823329925537,Service Quality,Service Quality (0.92); Staff Conduct & Hospitality (0.88); Guest Experience (0.88)
dyah ayu,2023,5,keren banget bisa menginap di sini sudah dipusat kota dan deket semuanya ada mall ada alun2 ada karaoke pokoknya strategis fasilitas jg lengkap banget ada kolam renang kamar juga oke sempet si ada kendala kunci tidk busa kebuka tlp lgsung cepat penangannya pokok pelayanannya ter terbaik cepat respon staf jg ramah ramah,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9994656443595886,Facilities & Amenities,Facilities & Amenities (0.99); Service Quality (0.99); Service Efficiency & Responsiveness (0.98)
Lily Munandar,2019,5,kamar nya lumayan luas sehingga ketika kita mau jalan di kamar tidak sempit kamar di dalam kamar bersih dan nyaman jika ingin meminjam pengering rambut bisa menghubungi ke layanan rumah menjaga nanti bisa diantar ke kamar kita jika laper dan malas untuk keluar bisa memesan makanan dari resto waktu itu saya memesan ayam geprek mozzarella dan nasi goreng jawa 2 2 nya enakk kog,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.999150276184082,"Cleanliness, Hygiene & Maintenance","Cleanliness, Hygiene & Maintenance (0.99); Facilities & Amenities (0.99); Room Quality & Comfort (0.99)"
Mala Kurniati,2020,4,lokasi strategis parkir luas pelayanan cepat kamar standar dan agak sempit sarapan cukup bervariasi ada kolam renangnya dan saya mencoba berenang kedalaman 12 m dan sepi pengunjung yang berenang,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9983817338943481,Facilities & Amenities,"Facilities & Amenities (1.00); Location, Accessibility & Parking (0.98); Service Quality (0.96)"
Toni Putra,2022,5,Tidak banyak pilihan hotel di pekalongan mungkin bisa dikatakan ini adalah salah satu kota masuk terbaik yang layak untuk harganya ukuran kamar tidak besar namun bersih dan terawat pelayanan semua staf hotel ramah menu sarapan yang cukup bervariasi lokasi deket banget sama alun2 dan masjid agung jalan kaki hanya 100 m banyak pilihan kulineran dan tempat utama anak yang merakyat dianjurkan hotel masuk pekalongan,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9991119503974915,"Cleanliness, Hygiene & Maintenance","Cleanliness, Hygiene & Maintenance (1.00); Facilities & Amenities (0.99); Staff Conduct & Hospitality (0.97)"
Ervin saeful anwar,2024,5,nyaman kamar ny bersih rapi smua petugas ny ramah2 sangat membantu trimakasih khas pekalongan,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9993000030517578,Room Quality & Comfort,"Room Quality & Comfort (0.98); Cleanliness, Hygiene & Maintenance (0.98); Facilities & Amenities (0.97)"
zahira nina,2023,5,lokasi persis tengah kota parkir lumayan luas kamar standar tapi bersih layanan ramah banget dengan tarif 450 menu sarapan lumayan bervariasi layaknya lah,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9992479681968689,Service Quality,"Service Quality (0.99); Facilities & Amenities (0.99); Cleanliness, Hygiene & Maintenance (0.98)"
Harris Bouqie,2021,5,hotel yang bagus di kota pekalongan fasilitas cukup lengkap sudah ada kolam renang namun tidak cukup besar ac selalu bagus beberapa kali menginap disini puas sarapannya enak parkir luas keberaihan hotel sangat terjaga cocok untuk pertemuan bisnis liburan pekerjaan yang baik,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9995174407958984,Facilities & Amenities,"Facilities & Amenities (0.99); Location, Accessibility & Parking (0.93); Service Quality (0.81)"
Rahmat Tri Hartanto,2021,5,rapi dan bersih air panasnya juara makan pagi cukup baik kolam renang posisi di samping ruang makan dengan ukuran kecil akan lebih baik jika terpisah dengan ruang makan karena kurang nyaman ketika dilihat orang makan saat berenang untuk jaringan wifi perlu ditambah kecepatannya untuk lokasi sangat strategis karena sangat dekat dengan mall dan supermarket alun2 pekalongan yang kaya dengan wisata kuliner sukses selalu,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9994022846221924,"Cleanliness, Hygiene & Maintenance","Cleanliness, Hygiene & Maintenance (0.99); Service Quality (0.99); Facilities & Amenities (0.99)"
Retno ambarrini,2023,3,Saran untuk khas hotel pekalongan 1 menu sarapan bintang 3 seharusnya bisa ditingkatkan untuk penyajian rasa dan tekstur makannanya 2 kamar hotel kebetulan saya menginap di salah 1 kamar di lt 6 bawa anak balita kamar mandi agak mampet tirai kamar mandi rusak tidak ada tidak seperti kamar sebelah karena saya memesan 2 kamar 3 mengapa harus ada nyamuk baru kali ini menginap di hotel sekelas bintang 3 kami merasa digigitin nyamuk 2 kamar yang saya pesan ada nyamuknya semua 4 kamar kurang harum berlaku untuk 2 kamar yang saya pesan 5 ac kurang berlaku untuk 2 kamar yang saya pesan 6 untuk kamar superior,BUMN,Bintang 3,KHASPekalonganHotel,negative,0.9910455346107483,Facilities & Amenities,Facilities & Amenities (0.34); Booking & Reservation Experience (0.28); Guest Experience (0.21)
Picho Endo,2023,5,setiap berkunjung ke pekalongan saya selalu menginap di sini hotelnya sangat nyaman tidak terlalu besar servis disini sangat baik staf yang ramah informatif dan selalu membantu pengunjung parkir cukup luas kebersihan sangat terjaga,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9995077848434448,"Cleanliness, Hygiene & Maintenance","Cleanliness, Hygiene & Maintenance (0.99); Staff Conduct & Hospitality (0.99); Service Quality (0.98)"
Nur Agni Rulliyatna,2023,4,lokasi strategis berada di pusat kota dekat mega mall dekat alun2 pekalongan sarapannya sangat bagus lengkap ada kolam renang sayang kamar kurang luas,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9994418025016785,Facilities & Amenities,Facilities & Amenities (0.99); Service Quality (0.83); Food & Beverage (0.78)
Dyah Santi,2019,4,hotel dengan konsep halal terkesan dengan tersedianya perlengkapan ibadah dan minibar gratis di dalam kamar lokasi strategis mau wisata kuliner dekat dengan alun2 kota pekalongan butuh ke mall juga tinggal jalan servis ramah hotel minimalis tapi bersih sayang kamar kurang kedap suara jadi kalau ada yang lewat ato anak tetangga sebelah kamar nangis lumayan mengganggu untuk makanan tidak bisa berkomentar karena menginap tanpa sarapan,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9976981282234192,Religious & Halal Features,Religious & Halal Features (0.99); Facilities & Amenities (0.99); Service Quality (0.99)
m ricky f,2025,5,Nuansa hotel yang bagus makanannya lumayan enak kemaren buka bersama semua yang bisa kamu makan di khas hotel lumayann layaknya dengan harga 100 0 per orang,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9984299540519714,Ambience & Design,Ambience & Design (0.99); Pricing & Value for Money (0.95); Family & Group Friendly (0.95)
Ana Rofiana,2022,5,sangat dianjurkan makanan enak kamarnya sangat bersih tersedia alat sholat lengkap sajadah sarung mukena al qur an letak strategis di pusat kota dan juga pelayanan sangat ramah dari awal masuk disambut dengan sangat baik,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9995130300521851,Facilities & Amenities,"Facilities & Amenities (1.00); Cleanliness, Hygiene & Maintenance (1.00); Staff Conduct & Hospitality (1.00)"
Suhariyanti Minu,2023,5,melepas lelah semalam di khas pekalongan nyaman semua dalam kondisi baik parkir luas sarapan dengan banyak pilihan menu ada kemungkinan mampir lagi,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9993813037872314,Facilities & Amenities,"Facilities & Amenities (0.99); Location, Accessibility & Parking (0.99); Service Quality (0.93)"
Deddy Yudanto,2019,5,sesuai lah harga baru tidak tau deh bisa harga 385 n rf kemahalan tidak pelayan ramah dan cepat kamar nyaman tenang kamar mandi bersih mandi air panas banyak wifi kenceng saluran tv indihome parkir luas kolam renang 1 ukuran kedalaman 1 2 m tidak gede kolamnya sarapan enak dan variatif jus roti salad telur sudut tradisional bubur manis dan asin ada dekat alun2 disini menginap pasti lagi,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9995378255844116,Facilities & Amenities,Facilities & Amenities (0.99); Service Quality (0.97); Pricing & Value for Money (0.96)
Naura Koleksi,2022,5,tempat menginap yang nyaman terjangkau dan strategis di pusat kota pekalongan tempatnya bersih wangi dan lokasinya strategis apalagi jika bersama saudara sedulur dan menginap di hotel ini dijamin suka dan betah menginap dilengkapi dengan kolam renang yang nyaman dan makanannya pun enak dan banyak pilihannya sangat dianjurkan untuk menginap di hotel ini tidak menguras isi kocek saudara dekat dengan alun kota pekalongan dan pusat perbelanjaan sehingga anda tidak akan kesulitan untuk berbelanja dan mencari makanan jika menginap di hotel ini pelayanan juga ramah dan tempat parkirnya pun nyaman,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9995988011360168,Facilities & Amenities,"Facilities & Amenities (1.00); Family & Group Friendly (0.99); Cleanliness, Hygiene & Maintenance (0.98)"
Rina Wati,2021,5,mantap cm untuk hrga sgitu kamar baru smpt tapi menu makanan baru banyak banget fasilitas oke tapi kirim jangan hrp ada 2 ya meskipun gelas dan sikat gigi dua sendal dsini cm 1 psang,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9760420322418213,Facilities & Amenities,Facilities & Amenities (0.97); Food & Beverage (0.88); Guest Experience (0.71)
Santika Ilham,2018,3,lokasi strategis dekat alun2 pekalongan dan mal mudah jika membutuhkan barang atau resepsi makanan ramah bagi orang yang tidak merekomendasikan sbnrnya hotel ini baik2 saja dan cukupan lah untuk harga segitu tapi untuk mereka yang sempurna seperti saya pasti akan memperhatikan jika hotel ini sebenarnya memiliki konsep desain yang oke tapi gagal dalam eksekusi pembangunannya dan payah dalam pemeliharaannya menyelesaikan kamar interior terlihat seperti perumahan segmen kpr subsidi kucing plesteran nat keramik semuanya belepotan dan tidak rata ac juga tampak seperti bukan baru kran kamar mandi lepas kamar koridornya dan juga mengangkatnya baru tampak seperti diluar kamar koridornya,BUMN,Bintang 3,KHASPekalonganHotel,negative,0.9094243049621582,Facilities & Amenities,Facilities & Amenities (0.93); Pricing & Value for Money (0.90); Guest Experience (0.76)
Pekalongan Post,2019,3,kamarnya lumayan kecil kolam renang kecil pelayanan lumayan lah menu sarapan masih bisa lebih di variatifkan kamar makan sudah menarik dengan beberapa jenis kursi yang bisa dipilih,BUMN,Bintang 3,KHASPekalonganHotel,positive,0.9931291341781616,Facilities & Amenities,Facilities & Amenities (0.95); Service Quality (0.85); Guest Experience (0.83)
