User Name,Review Time,Rating,clean_text,Tipe,Kelas,Nama_Hotel,AI_Sentiment,AI_Sentiment_Score,AI_Primary_Theme,AI_All_Themes
Right Now,2025,5,Mba febri nya ramah banget,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9446349740028381,Family & Group Friendly,Family & Group Friendly (0.88); Staff Conduct & Hospitality (0.87); Service Quality (0.86)
Siti Ulfatun Mutoharoh,2025,3,sabun habis lampu kedap kedip kamar mandi banyak rambut belum dibersihkan kalau untuk sarapan oke sih,KOMPETITOR,Bintang 3,HotelDafamCilacap,negative,0.9872641563415527,"Cleanliness, Hygiene & Maintenance","Cleanliness, Hygiene & Maintenance (0.80); Service Quality (0.64); Facilities & Amenities (0.61)"
gsp cendrawasih,2025,5,kamar bersih pelayanan yang ramah lokasi yang strategis dekat kota,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9990144968032837,Service Quality,Service Quality (0.99); Room Quality & Comfort (0.99); Guest Experience (0.99)
Edyana Rustikasari,2024,5,di hotel ini hanya numpang mandi dan istirahat sebentar jadi tidak berkeliling tapi sekilas dari kamar mmg ukuran kecil kamar mandi fasilitas oke ada handuk sikatt gigi teko udara panas lengkap udara panas jg ada,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9893490076065063,Facilities & Amenities,Facilities & Amenities (0.99); Service Quality (0.92); Guest Experience (0.86)
purwoko woko,2025,5,pelayanannya bagus lokasinya strategis dan sarapan pagi dengan masakan khas daerahnya enak e,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9993786811828613,Service Quality,Service Quality (1.00); Facilities & Amenities (1.00); Food & Beverage (0.98)
Antonio Antonio,2025,5,Masih belum bisa pindah dari hotel yang rumah ini aku akan menginap di hotel dafam cilacap lagi kalau liburan di kota cilacap karena hotel ini pernah meraih Tripadvisor travelers choice awards 2023 di hotel ini ada kamar yang langsung berhadapan dengan kolam renang hotel ini berjarak sekitar 8 km dari pantai kemiren cilacap buat anak-anak pejalan kaki seru nih jogging dari hotel ini menuju pantai kemiren cilacap untuk melihat matahari terbenam atau matahari terbit ikuti aku untuk rekomendasi hotel atau penginapan lainnya di akun tiktok youtube shorts nio area instagram terima kasih,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9980460405349731,Facilities & Amenities,"Facilities & Amenities (0.63); Guest Experience (0.53); Loyalty, Recommendation & Appreciation (0.50)"
Saptono Joko Sulistya,2023,4,hotelnya megah berbagai fasilitas ada seperti gym maupun kolam renang kolam renang ada di lantai 1 ada 2 kolam 1 besar 1 kecil kedalaman 125 cm sama 90 cm cocok untuk pemula maupun anak saya mau beri masukan kemarin saya menginap di kamar dekat kolam renang nuansanya terlihat tenaram rada gelap kurang terang sehingga kurang nyaman pemilihan kucing tembok yang agak coklatan membuat nuansa jadi kurang sreg kamar mandi juga sama dinding warna coklat dikombinasikan lampu warna hangat sehingga mengurangi kesannya kamar mandi juga disekat sekat sehingga terkesan kurang kehilangan ada paling tidak tidak dua sekat sebaiknya jangan disekat lebih gimana,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.879502534866333,Facilities & Amenities,Facilities & Amenities (0.99); Ambience & Design (0.61); Guest Experience (0.55)
Ayu.saputri Julia,2024,4,Tempat baru strategis kamarnya nyaman walaupun membingungkan krna banyak tangga tapi sejauh ini buat kamar oke karna kr hotel dsni untuk singgah buat balik ke jakarta untuk sarapannya banyak menu dan lumayan enak dan gk nyesel lah buat nginap disini,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9994716048240662,Room Quality & Comfort,Room Quality & Comfort (0.94); Facilities & Amenities (0.94); Service Quality (0.90)
Livia Oktantia,2023,3,Hotel lama yang di renovasi interior nya lampu kurang terang apalagi kamar mandi nya lampu cuma 1 dan warna kuning handle washtafel mandi sudah karatatan jumlah kamar super banyak dan menuju kamar banyak lorong sempit dan remang remang kalau menginap sendirian kayaknya agak deg2an deh sarapan enak dan area kolam renang bagus bersih saran lampu penerangan di lorong kamar mandi di buat lebih terang keramik kamar mandi jika bisa diganti ke warna yang supaya terang ngga serem,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9887121915817261,Facilities & Amenities,Facilities & Amenities (0.88); Sustainability & Environmental Quality (0.62); Ambience & Design (0.54)
SeduluranCoffee Cilacap,2025,5,tempat yang asik buat nongki2 di lounge nya ada live musik di hari tertentu vietnam tetes nya okeh kamar bersih besar dan pelayanan nya ramah terbaik pokoe mature suwun,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9995220899581909,Service Quality,"Service Quality (0.99); Facilities & Amenities (0.99); Cleanliness, Hygiene & Maintenance (0.99)"
Dani Adhi Saputro,2024,5,Hotel dafam cilacap adalah pilihan yang tepat untuk menginap di kota ini saya sangat terkesan dengan tingkat kenyamanan yang ditawarkan oleh hotel ini kamar kamar sangat bersih dan dilengkapi dengan segala fasilitas yang dibutuhkan tempat tidur yang nyaman membuat saya merasa santai dan terjaga dengan baik staf di hotel dafam cilacap sangat ramah dan profesional mereka dengan senang hati membantu dengan segala permintaan dan memberikan informasi yang berguna tentang tempat wisata di sekitar hotel pelayanan mereka sangat memuaskan dan membuat saya merasa dihargai sebagai tamu sarapan di restoran hotel juga patut diacungi mereka menyajikan berbagai pilihan makanan yang lezat dan segar saya benar-benar benar menikmati hidangan,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9992337226867676,Service Quality,Service Quality (0.99); Room Quality & Comfort (0.99); Facilities & Amenities (0.99)
Novian Adi Prasetyo,2023,5,dapat kamar yang kembar ruangannya luas tapi interiornya dibawah biasa saja nengok jendela kamar ada rumah warga fasilitas lengkap namun cukup sempit pelayannya ramah menu sarapan standar,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9969983100891113,Facilities & Amenities,Facilities & Amenities (0.97); Family & Group Friendly (0.87); Staff Conduct & Hospitality (0.75)
Irawan Santoso,2024,4,karena saya sudah tahu akan kemalaman saat melintas dari Magelang ke Pangandaran saya memesan lewat hi dafam dapat harga promo kamar cukup kecil tapi tidak masalah karena cuma transit cukup bersih kamar mandi juga cukup bersih cuma menuju kamar agak memusingkan karena bisa kamar agak jauh dari pintu masuk sarapan banyak menu walaupun tidak wow rasanya sangat,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9970719814300537,Service Quality,"Service Quality (0.98); Facilities & Amenities (0.97); Cleanliness, Hygiene & Maintenance (0.97)"
Lina Sophy,2024,5,Kali kedua menginap di Dafam merasa nyaman untuk liburan bersama keluarga anak seneng banget bisa berenang ada 2 kolam untuk anak dan dewasa tambah dapat kamar persis di depan kolam renang jadi bisa ngawasin anak renang makanannya juga enak enak jika tinggal di sini kelaparan malam2 juga bisa nongkrong di teras dafam yang buka sampai jam 3 ada menu nasi balap komplit hanya 13k asli ini murah banget untuk membuat yang mau menginap perjalanan bisnis atau wisatawan dafam cilacap bisa menjadi pilihan,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9991589784622192,Family & Group Friendly,Family & Group Friendly (0.99); Facilities & Amenities (0.97); Pricing & Value for Money (0.93)
raihan pratama,2025,5,liburan bersama keluarga yang menyenangkan makanan enak dan sesuai dengan lidah dan banyak variasiinya terutama saat makan pagi kamar tidak ada masalah dan bersih karyawan juga ramah terima kasih,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.999241828918457,Family & Group Friendly,Family & Group Friendly (1.00); Staff Conduct & Hospitality (1.00); Service Quality (0.99)
agung wiii the explorer,2024,5,sudah lama sekali menginap di sini namun baru sekarang saya menyempatkan memberikan komentar berdasarkan pengalaman menginap di sini pada waktu itu keliling mencari penginapan akhirnya keluarga memutuskan menginap di sini petugas keamanan cekatan mengarahkan parkir dan mengantarkan kami ke resepsionis tak lama kami diantar ke kamar hotel ada sedikit kendala yang kami sampaikan ke resepsionis langsung ditangani oleh manajer hotel dan diselesaikan dengan cepat cukup tenang dan nyaman bermalam di hotel ini mudah mudahan lain waktu bisa berkunjung ke cilacap dan disini lagi sukses selalu tinggal,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9948646426200867,Service Efficiency & Responsiveness,Service Efficiency & Responsiveness (0.98); Safety & Security (0.96); Staff Conduct & Hospitality (0.94)
kiki marvel,2025,5,Homey banget menginap di hotel dafam cilacap ambiencenya cocok banget buat istirahat ada kolam renangnya juga pemandangan bagus dari kamar cocok untuk menu keluarga sarapannya juga enak dan lengkap dan cobain juga menu makan malamnya terbaik revomended ayam bakar padang empuk banget ayamnya,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9995489716529846,Facilities & Amenities,Facilities & Amenities (0.99); Family & Group Friendly (0.98); Ambience & Design (0.96)
Assifa Nur Adela,2025,5,Pelayanan nya oke kamar nya juga bersih nyaman ada kolam renang karaoke spa juga lengkap lounge nya nyaman banget buat ngobrol kopi nya jugaa enak,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9994805455207825,Facilities & Amenities,"Facilities & Amenities (0.99); Service Quality (0.99); Cleanliness, Hygiene & Maintenance (0.98)"
Ary Bunda NaDlan,2023,4,kamarnya bisa yang luas view kolam renang tapi sayang ac sempat tidak dingin jadi dibetulin dulu dan kulkas jg tidak berfungsi padahal sudah minta dibetulin juga serta stok kontak ada yang tidak mengalir sebaiknya fasilitas kamar rutin diperiksa,KOMPETITOR,Bintang 3,HotelDafamCilacap,negative,0.7329443097114563,Facilities & Amenities,Facilities & Amenities (0.78); Service Quality (0.61); Check in/out Experience (0.59)
Prima Maulana,2025,5,mantap makanan enak walaupun ada yang kurang cocok sama lidah tapi secara keseluruhan oke liat temen saya sangat menikmati kan jos,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9979099631309509,Guest Experience,"Guest Experience (0.77); Food & Beverage (0.77); Loyalty, Recommendation & Appreciation (0.52)"
Jono algz,2024,5,kamar seperti pada umumnya ukurannya tidak terlalu besar kebetulan bisa melihat tembok sarapan pagi menuunya banyak dan enak terima kasih,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9992427825927734,Facilities & Amenities,"Facilities & Amenities (0.98); Guest Experience (0.97); Loyalty, Recommendation & Appreciation (0.90)"
yuyun sutaji,2023,5,kamarnya luas lantainya dilapisi karpet tebal suasananya tenang fasilitasnya lengkap waktu cek masuk diantar sampai depan kamar pokoknya ramah pegawainya tapi ada yang kurang tidak ada pengering rambut kebersihan kamar perlu diperhatikan kembali agar tamu yang masuk merasa nyaman,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9983579516410828,Facilities & Amenities,Facilities & Amenities (0.96); Service Quality (0.77); Staff Conduct & Hospitality (0.77)
Alita Alita,2024,5,untuk keluarga cocok kamar eksekutif posisi juga depan kolam renang ada ruang tamu kamar bersih udara panas abadi tidak mati2 sarapan dengan banyak pilihan suka sama menu pilihannya,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9996100068092346,Facilities & Amenities,"Facilities & Amenities (0.99); Cleanliness, Hygiene & Maintenance (0.98); Family & Group Friendly (0.98)"
Sahid Abdul,2025,5,suda beberapa kali menginap di sini hotel ini hotel ttap nyaman dan bisa renang juga d belakang sarapan nya juga enak,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9994076490402222,Facilities & Amenities,Facilities & Amenities (0.99); Service Quality (0.93); Room Quality & Comfort (0.91)
sulfika saputra,2025,5,layanan yang sangat memuaskan kamar bersih buat menyembuhkan saat,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.99853515625,Service Quality,Service Quality (1.00); Guest Experience (1.00); Room Quality & Comfort (0.99)
agus suparno,2024,5,buat manajernya mas2 resepsionis yang nanggapi pesan via wa dinaikin gaji pangkatnya atitudnya pelayanan membaca ulang via wa bagus semua pelayanan bagus fasilitas oke tambah ada kolam renang baru untuk yang bawa anak2 bisa buat renang dari pada hotel2 disekitarnya untuk kamar yang paling murah juga nyaman 2 tempat tidur ada untuk lokasi akses jalan tidak terlalu jauh dan tidak terlalu dekat dari alun2 jadi lebih tenang dari keramian suara kendaraan untuk yang suka kamar buka jendela langsung lihat pemandangan dari ketinggian kayaknya kurang cocok karena bukan tipe hotel bertingkat tingkat sebelah tapi bagus juga jika dibangun lagi hotel bertingkat kamar,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9990150928497314,Facilities & Amenities,Facilities & Amenities (1.00); Service Efficiency & Responsiveness (0.99); Service Quality (0.97)
PANDU WIGUNA,2025,4,pelayanan bagus tekhnisi cekatan mengatasi masalah masalah kelistrikan dikamar kamar nyaman lokasi strategis,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9991402626037598,Service Quality,Service Quality (1.00); Service Efficiency & Responsiveness (0.99); Room Quality & Comfort (0.99)
tati artati,2023,4,Hotel dekat pantai Teluk Penyu hanya berjarak 750 meter bisa jalan kaki di sekitar hotel banyak jajanan sarapan enak ada makanan lokal kamar besar ada kolam renang cukup nyaman sebagai hotel transit,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9994664788246155,Facilities & Amenities,Facilities & Amenities (0.98); Food & Beverage (0.88); Service Quality (0.77)
Alifah Nurmalasari,2025,5,Dapat promo diharga 200an sangat layak banget kamar bersih pelayanan memuaskan fasilitas kolam bersih baik semua,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9995265007019043,Service Quality,Service Quality (0.99); Room Quality & Comfort (0.98); Guest Experience (0.98)
Laeli Nuraj,2022,4,pertama kali menginap di sini ya standarlah sesuai dengan harga cuma ada 2 laintai tidak ada lift pr banget buat yang bawa koper udah gitu jalannya ke kamarnya muter2 yang standar jauh dari tangga dalam kamarnya cukup nyaman fasilitasnya berfungsi dengan baik,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9946786165237427,Facilities & Amenities,Facilities & Amenities (0.93); Service Quality (0.90); Pricing & Value for Money (0.84)
adi setiawan,2024,5,sempet salah titik google maps tapi dicari kembali ketemu karena tiba di cilacap jam 5 pagi kamar bersih ac dingin tetapi jaraknya tidak bisa dipencet tangan sama keset sudah waktunya penggantian karena sudah gelap warna nya sarapan diluar ekspektasi karena enak enak semua saran untuk omelete ukurannya di gedein sedikit sakit di tawarin menu room service tapi belum sempet mencoba wifi nya agak kurang stabil,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.6540489196777344,Service Quality,"Service Quality (0.86); Facilities & Amenities (0.82); Cleanliness, Hygiene & Maintenance (0.82)"
08_astiara wijayanti,2025,5,pelayanannya sangat ramah semua staf ramah kepada tamu restoran nya bersih makanannya enakk kamarnya juga bersih,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9993649125099182,Service Quality,"Service Quality (1.00); Cleanliness, Hygiene & Maintenance (1.00); Staff Conduct & Hospitality (0.99)"
amri putro,2025,5,Saya memeriksa masuk jam 2 malam dilayanin resepsionis nya 24 jam hotelnya besar banyak kamar ada kolamnya dan nyaman,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9878637194633484,Facilities & Amenities,Facilities & Amenities (0.99); Service Efficiency & Responsiveness (0.96); Service Quality (0.94)
Jay Susetyo,2024,4,strategis akses ke kota yang mudah dan dekat dengan pelabuhan maupun pantai penyu fasilitas hotel juga lengkap kalau sekedar untuk menginap dipenesisir selatan sisi paling barat jawa tengah,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9990226030349731,Facilities & Amenities,"Facilities & Amenities (0.99); Service Efficiency & Responsiveness (0.82); Location, Accessibility & Parking (0.80)"
Watashino Sensei,2025,5,tinggal di sini nyaman dan lokasinya strategis membuat mobilitas di daerah cp kota mudah,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9993939399719238,Facilities & Amenities,Facilities & Amenities (0.99); Room Quality & Comfort (0.98); Family & Group Friendly (0.92)
Hafidz Adliansyah,2025,5,tempat nya nyaman buat liburan keluarga oke banget karena tidak terlalu bising dari luar,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9993854761123657,Family & Group Friendly,Family & Group Friendly (0.98); Room Quality & Comfort (0.98); Facilities & Amenities (0.97)
fais alwi febrianto,2024,5,staf hotel ramah dan membantu kamar nyaman dan tenang fasilitas hotel cukup lengkap untuk hotel bintang 3 menu sarapan lengkap dan variatif untuk rasa enak berani bumbu pokoknya sangat rekomendasi untuk kalian yang sedang cari hotel murah di cilacap,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9994693398475647,Staff Conduct & Hospitality,Staff Conduct & Hospitality (0.99); Facilities & Amenities (0.99); Service Quality (0.93)
Tubagus Maimun,2025,4,Lokasinya strategis dan dekat dengan stasiun makanannya enak bisa ditingkatkan dari segi kebersihan kamarnya,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9993880987167358,"Cleanliness, Hygiene & Maintenance","Cleanliness, Hygiene & Maintenance (0.99); Facilities & Amenities (0.98); Room Quality & Comfort (0.97)"
Yohanis Fernando Ratuarat,2025,5,hotelnya sangat sangat sangat dan juga memiliki letak yang strategis untuk kamarnya sendiri cukup terawat dan terawat dengan baik,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9990566372871399,"Cleanliness, Hygiene & Maintenance","Cleanliness, Hygiene & Maintenance (0.99); Service Quality (0.99); Facilities & Amenities (0.99)"
Septiawan Anugerah Ramadhan,2025,5,Dari segi pelayanan kamar itu bagus wajib di tingkatkan lagi sih hotelnya biar tambah bagus,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9972360730171204,Service Quality,Service Quality (0.99); Guest Experience (0.96); Room Quality & Comfort (0.91)
`Jessica • Aurell`,2025,5,pelayanan yang luar biasa kamar nya luas bersih staf ramah dan murah senyum menyapa dll,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9979052543640137,Service Quality,Service Quality (1.00); Facilities & Amenities (1.00); Guest Experience (0.99)
Budi Wawan,2025,5,hotelnya bersih dan akrab seperti di rumah sendiri makanannya enak dan menuunya beraneka ragam saya suka sekali,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9995608925819397,Service Quality,"Service Quality (0.97); Cleanliness, Hygiene & Maintenance (0.97); Family & Group Friendly (0.97)"
kikikue official,2024,4,kamar tidur nyaman kolam renang oke banget buat anak2 makanan enak banyak variasiinya selanjutnya akan menginap disini lagi staf ramah terutama yang di restoran yang laki2 bantu anak saya ambil makanan terima kasih buat mas nya,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9993076324462891,Staff Conduct & Hospitality,Staff Conduct & Hospitality (0.98); Facilities & Amenities (0.96); Service Quality (0.94)
Desti Kurniati,2025,5,kamar bersih oke pah dengan surga 250k cuma kecil banget anak jadi tidak mudah untuk beraktifitas,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9924063086509705,Room Quality & Comfort,"Room Quality & Comfort (0.99); Service Quality (0.99); Cleanliness, Hygiene & Maintenance (0.98)"
Lucky Widya,2025,5,Baru pertama kali inap di dafam jujur sangat terkesan dan bisa di jadikan bahasa yang setiap kali mudik ke cilacap dianjurkan banget gaes,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.994006872177124,Guest Experience,Guest Experience (0.84); Check in/out Experience (0.80); Cultural & Heritage Experience (0.71)
Dream,2023,1,tidak merekomendasikan dikasur ada hewan saya dan keluarga bangun2 badan gatel dan bentol2 merah ada bekas gigitan hewan layanan kurang bagus ada spa massage tapi khusus laki2 saja yang wanita tidak disediakan tempat sudah kue spa tambah ngga seperti hotel dafam ditempat lain makanan juga aneh rasanya,KOMPETITOR,Bintang 3,HotelDafamCilacap,negative,0.9929720759391785,Facilities & Amenities,Facilities & Amenities (0.97); Guest Experience (0.86); Food & Beverage (0.67)
ismail2302,2025,5,hotelnya bagus bersih aula ruang pertemuan nya jg luas ada harga ada kualitas jelas nya,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.999362051486969,Facilities & Amenities,"Facilities & Amenities (0.98); Pricing & Value for Money (0.97); Cleanliness, Hygiene & Maintenance (0.97)"
Agus Hardiyanto,2024,4,Hotel model lama cek masuk tunggu 1 jam dlu ketika lebaran sarapan banyak pilihan dan enak staf cukup ramah tapi kamar tidak luas kurang layak dengan harga kamarnya,KOMPETITOR,Bintang 3,HotelDafamCilacap,negative,0.9318220615386963,Staff Conduct & Hospitality,Staff Conduct & Hospitality (0.94); Guest Experience (0.93); Facilities & Amenities (0.92)
ahonx syarief,2023,4,Suka saja sama hotelnya yang luas walaupun tidak ada lift karena cm 2 lantai tapi asyik yaah kalau kamarnya sih jadi jadi lah tidak bagus bngt tidak jg minus bngt untuk hotel bintang 3 menu sarapannya yang banyak pilihannya dari tradisional indo oriental sampai barat,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9990056157112122,Facilities & Amenities,Facilities & Amenities (0.93); Food & Beverage (0.84); Cultural & Heritage Experience (0.64)
Nadia Amanta,2025,4,Harga sangat terjangkau dengan fasilitas yang baik mendapatkan promo 250k sudah sama sarapan 2 pax kantor depan ramah,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9988480806350708,Service Quality,Service Quality (0.97); Facilities & Amenities (0.97); Pricing & Value for Money (0.96)
Wendi Pasaribu (WP Project),2025,4,Kamarnya agak kurang ac nya berisik dan peralatan2 di kamarnya tampak sudah sarapan nya oke enak,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9813619256019592,Facilities & Amenities,Facilities & Amenities (0.97); Service Quality (0.65); Room Quality & Comfort (0.53)
Rifki Santosa,2025,4,harapannya ke depan mohon agar kualitas kamar dari aspek kebersihan agar bisa ditibgkatkan lagi agar tamu dapat mengdapatkan pengalaman yang lebih menagkan,KOMPETITOR,Bintang 3,HotelDafamCilacap,neutral,0.7713195085525513,"Cleanliness, Hygiene & Maintenance","Cleanliness, Hygiene & Maintenance (0.99); Service Quality (0.98); Guest Experience (0.97)"
Megatron BT'X,2025,5,sangat menarik selain pelayanannya memuaskan serta area parkir yang nyaman kamar dan fasilitas aula juga sangat nyaman,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9993614554405212,Service Quality,"Service Quality (1.00); Location, Accessibility & Parking (1.00); Facilities & Amenities (0.99)"
Bagus Rizki,2025,5,pelayanan bagus semua staf ramah ac dingin tapi karena bangunan sudah tua jadi sebaiknya sudah waktunya direnovasi banyak perabotan yang sudah kusam,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9815918207168579,Service Quality,Service Quality (0.96); Guest Experience (0.88); Staff Conduct & Hospitality (0.76)
Apit Susanti,2024,5,kamarnya nyaman dan bersih pelayanannya okee pegawainya ramah lokasi strategis sangat dekat dengan pusat kota untuk makanannya juara banget memang terkenal enak sih hotel dafam cilacap kalau soal makana pokoknya betah kalau buat lama tinggal mah,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9995328187942505,Service Quality,"Service Quality (0.99); Cleanliness, Hygiene & Maintenance (0.99); Room Quality & Comfort (0.99)"
Nugroho Nugroho,2025,4,kamar perlu dirawat agar pintu menghadap kolam kuncinya tidak bermasalah,KOMPETITOR,Bintang 3,HotelDafamCilacap,neutral,0.951032817363739,"Cleanliness, Hygiene & Maintenance","Cleanliness, Hygiene & Maintenance (0.98); Service Quality (0.93); Facilities & Amenities (0.92)"
tosza margaretha,2018,5,resepsionis nya ramah untuk di kamar yang eksklusif cukup luas dan dekat degan kolam renang untuk yang membawa keluarga bisa digabung 2 kamar eksklusif karena ada pintu tambahan di dalam kolam renang nya jga bersih dan ada tempat bersantai nya untuk sarapan nya beragam dan lumayan enak2,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9994481205940247,Family & Group Friendly,Family & Group Friendly (0.99); Staff Conduct & Hospitality (0.99); Facilities & Amenities (0.99)
gianni prameswara,2020,3,hotelnya terlihat sangat dari jauh hotelnya luas banget ada kolam renang restoran karoke ballroom kamarnya luas tapi hotelnya hotel lama pintunya susah ditutup kamar mandiinya kaya sedikit bau hotelnya hanya 2 lantai tanpa lift restoran makanan lumayan dekat pantai,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9885538816452026,Facilities & Amenities,"Facilities & Amenities (0.96); Cleanliness, Hygiene & Maintenance (0.51); Service Quality (0.48)"
Dandy Muhammad,2022,5,pemesanan yang deuxe begitu mau cek masuk karena pesan yang merokok di upgrade ke vip pelayanan dari mulai staf keamanan resto dan ob semua ramah makanannya enak enak oh iya kopi disini juara banyak berbagai biji kopi sesuai selera,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.999299168586731,Staff Conduct & Hospitality,Staff Conduct & Hospitality (0.99); Booking & Reservation Experience (0.98); Service Quality (0.98)
Widia Maya Sari,2024,4,kamar bersih kolam renang bagus ada 2 untuk anak anak dan dewasa termasuk makan dengan harga 320rb menurut saya terjangkau,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9992577433586121,"Cleanliness, Hygiene & Maintenance","Cleanliness, Hygiene & Maintenance (0.99); Family & Group Friendly (0.99); Facilities & Amenities (0.99)"
KOMANG Atalla (Komang attala),2025,5,Karena momen lebaran jadi rame banget dan satu lagi mau cek masuk mesti menunggu lama karena dari betahnya penghuni nya tidak mau keluar,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.8924680352210999,Guest Experience,Guest Experience (0.69); Check in/out Experience (0.67); Religious & Halal Features (0.66)
Triy Maximum,2023,5,Tempat yang bagus untuk menginap kamar bersih bagus dingin ada restoran ada kafe lounge musholla fitness spa ada kolam renang dewasa dan anak anak kolamnya bersih jernih staf yang ramah sarapan yang mantab depan hotel kalau malam juga ada jajanan seperti martabak roti bakar dan singkong keju hotel dekat dengan pantai teluk penyu,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9995653033256531,Facilities & Amenities,Facilities & Amenities (1.00); Staff Conduct & Hospitality (0.99); Food & Beverage (0.99)
vianca jayaningrat,2024,4,jaringan internet di ruang pertemuan harus dipastikan terkoneksi dengan baik karena pengalaman kami saat pertemuan koneksi nya sering mati sehingga sangat menganggu jalannya kegiatan,KOMPETITOR,Bintang 3,HotelDafamCilacap,neutral,0.9280133843421936,Service Quality,Service Quality (0.94); Guest Experience (0.92); Check in/out Experience (0.82)
Jhon Piter,2019,3,kamar biasa saja ac kurang dingin lokasi oke kamar amnesti lengkap kolam renang lumayan gede tapi udara kok kayak kurang bening ya sarapannya banyak macamnya secara keseluruhan hanya baik tidak terburuk pasti tapi mil jauh untuk dianggap sebagai yang terbaik,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.89528888463974,Facilities & Amenities,Facilities & Amenities (0.99); Room Quality & Comfort (0.98); Service Quality (0.97)
andharumriva setiari (riva),2025,5,lokasi tidak jauh dari pantai dn pusat kota suasana baru sangat tenang Asri dan semua staf ramah sekali,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9993492960929871,Facilities & Amenities,Facilities & Amenities (0.99); Staff Conduct & Hospitality (0.99); Guest Experience (0.99)
Faisal Aji Nur,2025,5,kamar nyaman bersih makanan enak lengkap anak seneng banget ada kolam renangnya sukses buat hotel dafam cilacap,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.9994786381721497,Facilities & Amenities,Facilities & Amenities (0.99); Service Quality (0.98); Room Quality & Comfort (0.98)
Widi Darajat,2025,5,berlibur dengan pasangan yang mengesankan cocok untuk keluarga dan anak anak karena ada tempat karaoke tentu ada juga kolam renangnya,KOMPETITOR,Bintang 3,HotelDafamCilacap,positive,0.999101996421814,Family & Group Friendly,Family & Group Friendly (1.00); Facilities & Amenities (0.99); Cultural & Heritage Experience (0.89)
