No,User Name,Review Count,Review Time,Rating,Review Text,Cleaned_Readable,Cleaned_NLP
105.0,anggi lesmana,2,2025-02-08,5,"Ga nyesel nginap di hotel khas malioboro tempatnya strategis deket ke jl malioboro, kamar nya bersih nyaman dan wangi Karyawan nya semua ramah banget Terutama ka geiska baik banget ramah nan ayu trimakasih Semoga bisa menginap lagi di hotel khas malioboro","Ga nyesel nginap di hotel khas malioboro tempatnya strategis deket ke jl malioboro, kamar nya bersih nyaman dan wangi karyawan nya semua ramah banget terutama ka geiska baik banget ramah nan ayu trimakasih semoga bisa menginap lagi di hotel khas malioboro",ga nyesel nginap di hotel khas malioboro tempatnya strategis deket ke jl malioboro kamar nya bersih nyaman dan wangi karyawan nya semua ramah banget terutama ka geiska baik banget ramah nan ayu trimakasih semoga bisa menginap lagi di hotel khas malioboro
106.0,queen,20,2025-09-08,4,pintu kamar mandinya gak bisa ditutup,Pintu kamar mandinya gak bisa ditutup,pintu kamar mandinya gak bisa ditutup
107.0,John Andersen,149,2025-02-08,4,"Khas Malioboro is a pretty good hotel, a good choice if you like to go to Malioboro because it is very close to the Malioboro area, only a 5-10 minute walk. There is an option to book a room with or without breakfast. Our first time we come here at the holiday, many people stay so that the readiness of our room is delayed by up to 1 hour. But we can entrust our suitcase to thw receptionist and go around the Malioboro until we are called that the room is ready. Welcome drinks are available in here. The room is quite comfortable. For single and deluxe sizes, also not so far away, and comfort is still the same. Equipment is available, just call room service if you need more. The bathroom feels a little dark, needs light in the middle. For breakfast, they serve menu like the hotel in general. Taste ok, not really special","Khas malioboro is a pretty good hotel, a good choice if you like to go to malioboro because it is very close to the malioboro area, only a 5-10 minute walk. There is an option to book a room with or without breakfast. Our first time we come here at the holiday, many people stay so that the readiness of our room is delayed by up to 1 hour. But we can entrust our suitcase to thw receptionist and go around the malioboro until we are called that the room is ready. Welcome drinks are available in here. The room is quite comfortable. For single and deluxe sizes, also not so far away, and comfort is still the same. Equipment is available, just call room service if you need more. The bathroom feels a little dark, needs light in the middle. For breakfast, they serve menu like the hotel in general. Taste ok, not really special",khas malioboro is a pretty good hotel a good choice if you like to go to malioboro because it is very close to the malioboro area only a minute walk there is an option to book a room with or without breakfast our first time we come here at the holiday many people stay so that the readiness of our room is delayed by up to hour but we can entrust our suitcase to thw receptionist and go around the malioboro until we are called that the room is ready welcome drinks are available in here the room is quite comfortable for single and deluxe sizes also not so far away and comfort is still the same equipment is available just call room service if you need more the bathroom feels a little dark needs light in the middle for breakfast they serve menu like the hotel in general taste ok not really special
108.0,Septi Maulida,6,2025-01-08,4,"Lokasi hotel strategis, Kalau ke jogja selalu cari hotel yang dekat dengan malioboro atau tugu jogja. Kamar hotel yang standart dengan pelayanan yang memuaskan. Dibantu dengan Staf hotel Kak Geiska yang sangat ramah dan menjelaskan dengan detail","Lokasi hotel strategis, kalau ke jogja selalu cari hotel yang dekat dengan malioboro atau tugu jogja. Kamar hotel yang standart dengan pelayanan yang memuaskan. Dibantu dengan staf hotel kak geiska yang sangat ramah dan menjelaskan dengan detail",lokasi hotel strategis kalau ke jogja selalu cari hotel yang dekat dengan malioboro atau tugu jogja kamar hotel yang standart dengan pelayanan yang memuaskan dibantu dengan staf hotel kak geiska yang sangat ramah dan menjelaskan dengan detail
109.0,Nita Rahmawati Komalasari,4,2025-01-08,5,"Kamar bersih, pelayanan ramah, breakfastny variatif, amat sangat terbantu dengan mbak giska. Terimakasih semoga sukses selalu khas hotel malioboro","Kamar bersih, pelayanan ramah, breakfastny variatif, amat sangat terbantu dengan mbak giska. Terimakasih semoga sukses selalu khas hotel malioboro",kamar bersih pelayanan ramah breakfastny variatif amat sangat terbantu dengan mbak giska terimakasih semoga sukses selalu khas hotel malioboro
110.0,"Wibiantoro, Mr.",67,2025-01-08,4,"Lokasi penginapan yang strategis bagi yg ingin menikmati wisata di Malioboro dan sekitarnya. Disediakan tempat sholat, sajadah dan Al-Qur'an di dalam kamar bagi pengunjung muslim","Lokasi penginapan yang strategis bagi yg ingin menikmati wisata di malioboro dan sekitarnya. Disediakan tempat sholat, sajadah dan al-qur'an di dalam kamar bagi pengunjung muslim",lokasi penginapan yang strategis bagi yg ingin menikmati wisata di malioboro dan sekitarnya disediakan tempat sholat sajadah dan alquran di dalam kamar bagi pengunjung muslim
111.0,Editya Perdana,73,2025-12-25,5,Hotel yang bersih dan pelayanan terbaik,Hotel yang bersih dan pelayanan terbaik,hotel yang bersih dan pelayanan terbaik
112.0,EVA maharani,2,2025-04-08,5,aku pernah kesini awal masuk ke lobby buat pembayaran loby nya wangi banget sama rempah rempah kamarnya oke banget bersih bagus nyaman rekomendasi bangetttt,Aku pernah kesini awal masuk ke lobby buat pembayaran loby nya wangi banget sama rempah rempah kamarnya oke banget bersih bagus nyaman rekomendasi bangett,aku pernah kesini awal masuk ke lobby buat pembayaran loby nya wangi banget sama rempah rempah kamarnya oke banget bersih bagus nyaman rekomendasi bangett
113.0,Novi Herdani,79,2025-01-08,3,"Kamar cukup untuk istirahat, makan pagi kurang variasi (pembelian pd saat mau akhir tahun, pastinya sewa kamar hotel lumayan tinggi). Untuk tempat parkir cukup luas. Pencahayaan lampu di kamar pada malam hari kurang terang (jika sering buka laptop di malam hari menjadi kurang nyaman) Lokasi ke tempat wisata Malioboro dekat sekitar 50 meter, sangat rekomendasi jika memang ingin berjalan-jalan disekitaran wisata tersebut","Kamar cukup untuk istirahat, makan pagi kurang variasi (pembelian pd saat mau akhir tahun, pastinya sewa kamar hotel lumayan tinggi). Untuk tempat parkir cukup luas. Pencahayaan lampu di kamar pada malam hari kurang terang (jika sering buka laptop di malam hari menjadi kurang nyaman) lokasi ke tempat wisata malioboro dekat sekitar 50 meter, sangat rekomendasi jika memang ingin berjalan-jalan disekitaran wisata tersebut",kamar cukup untuk istirahat makan pagi kurang variasi pembelian pd saat mau akhir tahun pastinya sewa kamar hotel lumayan tinggi untuk tempat parkir cukup luas pencahayaan lampu di kamar pada malam hari kurang terang jika sering buka laptop di malam hari menjadi kurang nyaman lokasi ke tempat wisata malioboro dekat sekitar meter sangat rekomendasi jika memang ingin berjalanjalan disekitaran wisata tersebut
114.0,membantu anda,317,2025-01-08,3,"seharusnya diberi bintang 5, tapi waktu sarapan minta telur mata sapi diberi 1 telur, sapinya cacat matanya, saya lihat ada tamu bule diberi 2 telur, nah ini baru bener tapi kok diskriminasi ya ? pelayanan yang tidak profesional, dan rasa masakan juga kurang lezat","Seharusnya diberi bintang 5, tapi waktu sarapan minta telur mata sapi diberi 1 telur, sapinya cacat matanya, saya lihat ada tamu bule diberi 2 telur, nah ini baru bener tapi kok diskriminasi ya? Pelayanan yang tidak profesional, dan rasa masakan juga kurang lezat",seharusnya diberi bintang tapi waktu sarapan minta telur mata sapi diberi telur sapinya cacat matanya saya lihat ada tamu bule diberi telur nah ini baru bener tapi kok diskriminasi ya pelayanan yang tidak profesional dan rasa masakan juga kurang lezat
115.0,Dayu Wira,7,2025-01-08,5,"Road trip bareng suami denpasar - jogja. Sampai jogja udh sore, tlpon receptionist dan trnyta masih ada kamar tersedia. Receptionist ramah dan informatif. Kamar juga bersih dan nyaman. TV ada netflix jdi gak boring deh. But hati2 sama lantai kamar mandi, krna sangat licin. Yg paling enak ya sarapannya krna banyak macemnya. Kalo ke jogja lagi, pasti bakal nginep disni lagi. Good job untuk smua karyawan khas malioboro hotel 🙏","Road trip bareng suami denpasar - jogja. Sampai jogja udh sore, tlpon receptionist dan trnyta masih ada kamar tersedia. Receptionist ramah dan informatif. Kamar juga bersih dan nyaman. Tv ada netflix jdi gak boring deh. But hati2 sama lantai kamar mandi, krna sangat licin. Yg paling enak ya sarapannya krna banyak macemnya. Kalo ke jogja lagi, pasti bakal nginep disni lagi. Good job untuk smua karyawan khas malioboro hotel",road trip bareng suami denpasar jogja sampai jogja udh sore tlpon receptionist dan trnyta masih ada kamar tersedia receptionist ramah dan informatif kamar juga bersih dan nyaman tv ada netflix jdi gak boring deh but hati sama lantai kamar mandi krna sangat licin yg paling enak ya sarapannya krna banyak macemnya kalo ke jogja lagi pasti bakal nginep disni lagi good job untuk smua karyawan khas malioboro hotel
116.0,novi naru,38,2024-01-08,5,"Lokasi? jaraknya deket dari Jalan Malioboro. Jalannya ga jauh2 banget, tp untuk org yg mudah capek mungkin agak jauh dikit. jaraknya mungkin +/- 1 km kali ya. tp ga kerasa kok jalan kaki, krn ak pribadi bukan org yg suka jln kaki, tp jaraknya masih bisa diterima kok. Harga? saya kemarin kena 750k untuk tipe kamar Superior request twin bed, tp lgsg nyesel, mestinya yg single aja. Soalnya yg twin ukurannya lebih kecil dari queen bed, jadi dipakai 2 dewasa 2 anak masih agak kekecilan. Tp harga segitu Worth bangetttttt,,,, kesan pertama masuk hotel baunya lgsg wangiiii syegeerr, bau karbol pewangi lantai. Hotelnya terasa teraaang gtu. Makanan? Enaaaakkkkkk,,, pilihannya banyak. Nasi putih, nasi goreng, pecel, gudeg, gorengan, godog2an anek telo, omelette, ikan asam manis, bubur ayam, soto, aneka pastry (ini juaraaakkkk), fruit slice, salad, bubur kcg ijo. Mushollah? di tiap kamar tersedia mukenah, sajadah & Al Qur'an Service? No problem sih, saya minta pindah kamar dg twin bed diapproved tanpa banyak drama. Waktu kunci saya ketinggalan, mereka jg dg welcome melayani. Toiletries? Lengkap sih, ada sabun, sampo, sikat gigi sama hair net. airnya si cenderung hangat terus, mau di stel ke dingin agak susah. Hairdryer ga ada ya, jadi bawa sendiri. Handuk 2 besar, 1 handuk kecil. Fasilitas kamar? ada pemanas air, kopi, teh krimer, dpt 2 botol air mineral, tv kabel. 2 colokan charger. ada brankas mini. 1 bed dapat 1 bantal besar + 1 bantal regular. sandal kamar 2 psg. Parkiran? Luas kok, hotelnya ckup besar bangunanya jg baru. Penjaga parkiran jg ramah2. ga sempet orderan hotel food sih jadi ga tau kisaran harganya & rasanya. Revisit? Absolutely will come back kalau aku ke Jogja.","Lokasi? Jaraknya deket dari jalan malioboro. Jalannya ga jauh2 banget, tp untuk org yg mudah capek mungkin agak jauh dikit. Jaraknya mungkin +/- 1 km kali ya. Tp ga kerasa kok jalan kaki, krn ak pribadi bukan org yg suka jln kaki, tp jaraknya masih bisa diterima kok. Harga? Saya kemarin kena 750k untuk tipe kamar superior request twin bed, tp lgsg nyesel, mestinya yg single aja. Soalnya yg twin ukurannya lebih kecil dari queen bed, jadi dipakai 2 dewasa 2 anak masih agak kekecilan. Tp harga segitu worth bangett,, kesan pertama masuk hotel baunya lgsg wangii syegeerr, bau karbol pewangi lantai. Hotelnya terasa teraang gtu. Makanan? Enaakk,, pilihannya banyak. Nasi putih, nasi goreng, pecel, gudeg, gorengan, godog2an anek telo, omelette, ikan asam manis, bubur ayam, soto, aneka pastry (ini juaraakk), fruit slice, salad, bubur kcg ijo. Mushollah? Di tiap kamar tersedia mukenah, sajadah & al qur'an service? No problem sih, saya minta pindah kamar dg twin bed diapproved tanpa banyak drama. Waktu kunci saya ketinggalan, mereka jg dg welcome melayani. Toiletries? Lengkap sih, ada sabun, sampo, sikat gigi sama hair net. Airnya si cenderung hangat terus, mau di stel ke dingin agak susah. Hairdryer ga ada ya, jadi bawa sendiri. Handuk 2 besar, 1 handuk kecil. Fasilitas kamar? Ada pemanas air, kopi, teh krimer, dpt 2 botol air mineral, tv kabel. 2 colokan charger. Ada brankas mini. 1 bed dapat 1 bantal besar + 1 bantal regular. Sandal kamar 2 psg. Parkiran? Luas kok, hotelnya ckup besar bangunanya jg baru. Penjaga parkiran jg ramah2. Ga sempet orderan hotel food sih jadi ga tau kisaran harganya & rasanya. Revisit? Absolutely will come back kalau aku ke jogja.",lokasi jaraknya deket dari jalan malioboro jalannya ga jauh banget tp untuk org yg mudah capek mungkin agak jauh dikit jaraknya mungkin km kali ya tp ga kerasa kok jalan kaki krn ak pribadi bukan org yg suka jln kaki tp jaraknya masih bisa diterima kok harga saya kemarin kena k untuk tipe kamar superior request twin bed tp lgsg nyesel mestinya yg single aja soalnya yg twin ukurannya lebih kecil dari queen bed jadi dipakai dewasa anak masih agak kekecilan tp harga segitu worth bangett kesan pertama masuk hotel baunya lgsg wangii syegeerr bau karbol pewangi lantai hotelnya terasa teraang gtu makanan enaakk pilihannya banyak nasi putih nasi goreng pecel gudeg gorengan godogan anek telo omelette ikan asam manis bubur ayam soto aneka pastry ini juaraakk fruit slice salad bubur kcg ijo mushollah di tiap kamar tersedia mukenah sajadah al quran service no problem sih saya minta pindah kamar dg twin bed diapproved tanpa banyak drama waktu kunci saya ketinggalan mereka jg dg welcome melayani toiletries lengkap sih ada sabun sampo sikat gigi sama hair net airnya si cenderung hangat terus mau di stel ke dingin agak susah hairdryer ga ada ya jadi bawa sendiri handuk besar handuk kecil fasilitas kamar ada pemanas air kopi teh krimer dpt botol air mineral tv kabel colokan charger ada brankas mini bed dapat bantal besar bantal regular sandal kamar psg parkiran luas kok hotelnya ckup besar bangunanya jg baru penjaga parkiran jg ramah ga sempet orderan hotel food sih jadi ga tau kisaran harganya rasanya revisit absolutely will come back kalau aku ke jogja
117.0,S Nov,138,2024-01-08,3,"Baru nyampe lobby udh mau kasih rate bintang 1.... nunggu check-in aja lama buangats pdhl udh tengah malam. Bisa bisanya beda bookingan dr traveloka minta king ved disini jadi twin? Terus nunggunya 30 menitan sendiri. hadeh. kata gweh mah mending ibis deh dengan rate yg sama. sorry to say... remang remang bdak jelas. yg bilang makanannya enak lidahnya mati rasa kah? 🙂 buburnya bukan bubur, tp nasi dikasih aer. Mie gireng, gulainya kurang bumbu, lontong sayur mungkin bagusnya anget kali ya.. ini dingin. Jamunya aspaan..... ky blm mateng 😳 puddingnya... hambar juga. sorry bgt... terus paling penting bgt, pas bfast barengan sama rombongan, ga dapet kursi pas nanya disuruh di pojokan? Kalau aku jadi petugasnya, yg udh selesai makan disuruh gabtian karena literally se resto dipenuhin rombongan cuma buat chit-chat, mereka udh selesai makan. Jangan mengharapkan sadar diri, itulah fungsinya petugas ya...","Baru nyampe lobby udh mau kasih rate bintang 1.. Nunggu check-in aja lama buangats pdhl udh tengah malam. Bisa bisanya beda bookingan dr traveloka minta king ved disini jadi twin? Terus nunggunya 30 menitan sendiri. Hadeh. Kata gweh mah mending ibis deh dengan rate yg sama. Sorry to say.. Remang remang bdak jelas. Yg bilang makanannya enak lidahnya mati rasa kah? Buburnya bukan bubur, tp nasi dikasih aer. Mie gireng, gulainya kurang bumbu, lontong sayur mungkin bagusnya anget kali ya.. Ini dingin. Jamunya aspaan.. Ky blm mateng puddingnya.. Hambar juga. Sorry bgt.. Terus paling penting bgt, pas bfast barengan sama rombongan, ga dapet kursi pas nanya disuruh di pojokan? Kalau aku jadi petugasnya, yg udh selesai makan disuruh gabtian karena literally se resto dipenuhin rombongan cuma buat chit-chat, mereka udh selesai makan. Jangan mengharapkan sadar diri, itulah fungsinya petugas ya..",baru nyampe lobby udh mau kasih rate bintang nunggu checkin aja lama buangats pdhl udh tengah malam bisa bisanya beda bookingan dr traveloka minta king ved disini jadi twin terus nunggunya menitan sendiri hadeh kata gweh mah mending ibis deh dengan rate yg sama sorry to say remang remang bdak jelas yg bilang makanannya enak lidahnya mati rasa kah buburnya bukan bubur tp nasi dikasih aer mie gireng gulainya kurang bumbu lontong sayur mungkin bagusnya anget kali ya ini dingin jamunya aspaan ky blm mateng puddingnya hambar juga sorry bgt terus paling penting bgt pas bfast barengan sama rombongan ga dapet kursi pas nanya disuruh di pojokan kalau aku jadi petugasnya yg udh selesai makan disuruh gabtian karena literally se resto dipenuhin rombongan cuma buat chitchat mereka udh selesai makan jangan mengharapkan sadar diri itulah fungsinya petugas ya
118.0,Bianca Lily,9,2024-01-08,4,"Lokasi strategis dekat ke malioboro dan ke pusat oleh2 pathuk. Meskipun sudah termasuk kategori hotel yang tidak baru, namun kondisi hotel sangat terawat, bersih, nyaman, dan wangi. Lobby hotel cukup luas dengan cukup sifa dan pelayanan petugas hotel yang sigap, helpful, dan friendly. Kamar cukup luas, bersih, nyaman, kondisi ac sangat baik, adem banget, kamar mandi cukup besar, bersih, dan shower air hangatnya mantaaappp, ameniti kurang sabun batang selebihnya sudah lengkap, perlu peremajaan handuk karena kondisi sudah tipis, kusam, dan banyak noda. Makanan waktu sarapan cukup variatif dengan rasa standar. Overall pengalaman menyenangkan menginap di hotel ini, best partnya disediakan mukena, sajadah, dan al Quran serta space khusus dalam kamar untuk sholat 👍👍👍","Lokasi strategis dekat ke malioboro dan ke pusat oleh2 pathuk. Meskipun sudah termasuk kategori hotel yang tidak baru, namun kondisi hotel sangat terawat, bersih, nyaman, dan wangi. Lobby hotel cukup luas dengan cukup sifa dan pelayanan petugas hotel yang sigap, helpful, dan friendly. Kamar cukup luas, bersih, nyaman, kondisi ac sangat baik, adem banget, kamar mandi cukup besar, bersih, dan shower air hangatnya mantaapp, ameniti kurang sabun batang selebihnya sudah lengkap, perlu peremajaan handuk karena kondisi sudah tipis, kusam, dan banyak noda. Makanan waktu sarapan cukup variatif dengan rasa standar. Overall pengalaman menyenangkan menginap di hotel ini, best partnya disediakan mukena, sajadah, dan al quran serta space khusus dalam kamar untuk sholat",lokasi strategis dekat ke malioboro dan ke pusat oleh pathuk meskipun sudah termasuk kategori hotel yang tidak baru namun kondisi hotel sangat terawat bersih nyaman dan wangi lobby hotel cukup luas dengan cukup sifa dan pelayanan petugas hotel yang sigap helpful dan friendly kamar cukup luas bersih nyaman kondisi ac sangat baik adem banget kamar mandi cukup besar bersih dan shower air hangatnya mantaapp ameniti kurang sabun batang selebihnya sudah lengkap perlu peremajaan handuk karena kondisi sudah tipis kusam dan banyak noda makanan waktu sarapan cukup variatif dengan rasa standar overall pengalaman menyenangkan menginap di hotel ini best partnya disediakan mukena sajadah dan al quran serta space khusus dalam kamar untuk sholat
119.0,Hendrian Satria,8,2025-01-08,5,"Tempatnya bagus, cocok utk traveler krena kemana2 dekat wisata belanja & oleh2. Pelayanan di resto bagus, karyawannya menyapa dgn baik, next time akn kesini lgi bawa keluarga utk liburan.","Tempatnya bagus, cocok utk traveler krena kemana2 dekat wisata belanja & oleh2. Pelayanan di resto bagus, karyawannya menyapa dgn baik, next time akn kesini lgi bawa keluarga utk liburan.",tempatnya bagus cocok utk traveler krena kemana dekat wisata belanja oleh pelayanan di resto bagus karyawannya menyapa dgn baik next time akn kesini lgi bawa keluarga utk liburan
120.0,Krystal Erickson,334,2025-01-08,5,"Great value for money! You absolutely need to get the breakfast—they change the menu everyday (it's a buffet), and you can sample a variety of Indonesian dishes. The location was also perfect, in the middle of Malioboro Street but far enough that it's still quiet. Wi-Fi worked well and rooms were clean.","Great value for money! You absolutely need to get the breakfastthey change the menu everyday (it's a buffet), and you can sample a variety of indonesian dishes. The location was also perfect, in the middle of malioboro street but far enough that it's still quiet. Wi-fi worked well and rooms were clean.",great value for money you absolutely need to get the breakfastthey change the menu everyday its a buffet and you can sample a variety of indonesian dishes the location was also perfect in the middle of malioboro street but far enough that its still quiet wifi worked well and rooms were clean
121.0,Dewi Dewi,2,2025-01-08,5,Untuk breakfast rasanya alhamdulillah cocok dan sangat memuaskan pelayanannya dan untuk kamarnya bersih dan dekat dengan malioboro dan untuk waiternya mas rully sangat membantu,Untuk breakfast rasanya alhamdulillah cocok dan sangat memuaskan pelayanannya dan untuk kamarnya bersih dan dekat dengan malioboro dan untuk waiternya mas rully sangat membantu,untuk breakfast rasanya alhamdulillah cocok dan sangat memuaskan pelayanannya dan untuk kamarnya bersih dan dekat dengan malioboro dan untuk waiternya mas rully sangat membantu
122.0,Laela Latifah,29,2025-03-08,4,Kmrn buber disini sm temen2. So far menu2 lengkap enak pelayanan bagus. Tp tempat lumayan sempit yaa.,Kmrn buber disini sm temen2. So far menu2 lengkap enak pelayanan bagus. Tp tempat lumayan sempit yaa.,kmrn buber disini sm temen so far menu lengkap enak pelayanan bagus tp tempat lumayan sempit yaa
123.0,Meta Permatasari,11,2025-06-08,5,Lokasi deket Malioboro. Jalan kaki deket. Terima kasih sudah mengupgrade kamar. Makanan enak2 semua.,Lokasi deket malioboro. Jalan kaki deket. Terima kasih sudah mengupgrade kamar. Makanan enak2 semua.,lokasi deket malioboro jalan kaki deket terima kasih sudah mengupgrade kamar makanan enak semua
124.0,Jovan Kids,7,2024-01-08,2,"+ - Pelayanan ramah, sayang sekali buat parkiran nya sempit. Apalagi seperti saya biker luar kota. Parkir seperti d gang sempit. Satpam ga ada yg bantu, pdhal motor berat. Pdhal kamar 1,3jt pelayanan satpam kurang memuaskan. Masuk keluar ga di bantu sama sekali, + tempat sangat setrategis - kamar sempit - handuk bau apek sekali, pdhal saya sudah mengharapkan bisa pakai handuk dari hotel. Bau seperti sarung ga d cuci selama setaun. -makanan ala kadarnya, lebih enak masakan prasmanan.","+ - pelayanan ramah, sayang sekali buat parkiran nya sempit. Apalagi seperti saya biker luar kota. Parkir seperti d gang sempit. Satpam ga ada yg bantu, pdhal motor berat. Pdhal kamar 1,3jt pelayanan satpam kurang memuaskan. Masuk keluar ga di bantu sama sekali, + tempat sangat setrategis - kamar sempit - handuk bau apek sekali, pdhal saya sudah mengharapkan bisa pakai handuk dari hotel. Bau seperti sarung ga d cuci selama setaun. -makanan ala kadarnya, lebih enak masakan prasmanan.",pelayanan ramah sayang sekali buat parkiran nya sempit apalagi seperti saya biker luar kota parkir seperti d gang sempit satpam ga ada yg bantu pdhal motor berat pdhal kamar jt pelayanan satpam kurang memuaskan masuk keluar ga di bantu sama sekali tempat sangat setrategis kamar sempit handuk bau apek sekali pdhal saya sudah mengharapkan bisa pakai handuk dari hotel bau seperti sarung ga d cuci selama setaun makanan ala kadarnya lebih enak masakan prasmanan
125.0,Ary Widodo,46,2024-01-08,5,"Lokasi yang strategis karena dekat kawasan Malioboro (Benteng Vredenburg, Pasar Beringharjo). Aksesibilitas mudah. Variasi menu sarapan cukup beragam dan rasanya cocok di lidah. Kamar tidak luas, tersedia sajadah dan Qur'an. Hal cukup mengganggu adalah kurang kedapnya kamar.","Lokasi yang strategis karena dekat kawasan malioboro (benteng vredenburg, pasar beringharjo). Aksesibilitas mudah. Variasi menu sarapan cukup beragam dan rasanya cocok di lidah. Kamar tidak luas, tersedia sajadah dan qur'an. Hal cukup mengganggu adalah kurang kedapnya kamar.",lokasi yang strategis karena dekat kawasan malioboro benteng vredenburg pasar beringharjo aksesibilitas mudah variasi menu sarapan cukup beragam dan rasanya cocok di lidah kamar tidak luas tersedia sajadah dan quran hal cukup mengganggu adalah kurang kedapnya kamar
126.0,Yessy,60,2024-01-08,5,"Lokasinya strategis banget. Deket sama beringharjo, teras malioboro, dan titik nol. Kalau anda mencari lokasi yang tepat buat menginap dengan tujuan utama eksplor malioboro, keraton, dan sekitarnya, hotel ini paling pas. Pengalaman menginap pertama kali disini cukup OK. Resepsionis ramah dan proses check in relatif cepat. Ada minus sedikit dengan bau tidak sedap di kamar mandi, tp agak mendingan ketika exhaust fan sudah dinyalakan beberapa jam. Resepsionis juga komunikatif dan meminta feedback dari kami via telpon. Kulkas, brankas, slippers, kopi teh, pemanas air, toiletries tersedia. Channel tv cukup lengkap dengan gambar yang relatif jernih. Untuk hairdryer jika membutuhkan bisa telpon resepsionis terlebih dahulu, setelah itu nanti diantar sama room service. Poin plus yang bagi saya adalah adanya sajadah dan mukena bersih di dalam kamar. Pelayanan room service juga cukup cepat. Sarapan standard hotel bintang 3, menu makanan berat cukup beragam. saya rating 4,5/5 untuk makanan berat dan 3/5 untuk pastry dan makanan pencuci mulut. Overall pelayanan memuaskan. Akan nginep disini lagi kalau nanti explore Malioboro lagi. Thank you khas malioboro.","Lokasinya strategis banget. Deket sama beringharjo, teras malioboro, dan titik nol. Kalau anda mencari lokasi yang tepat buat menginap dengan tujuan utama eksplor malioboro, keraton, dan sekitarnya, hotel ini paling pas. Pengalaman menginap pertama kali disini cukup ok. Resepsionis ramah dan proses check in relatif cepat. Ada minus sedikit dengan bau tidak sedap di kamar mandi, tp agak mendingan ketika exhaust fan sudah dinyalakan beberapa jam. Resepsionis juga komunikatif dan meminta feedback dari kami via telpon. Kulkas, brankas, slippers, kopi teh, pemanas air, toiletries tersedia. Channel tv cukup lengkap dengan gambar yang relatif jernih. Untuk hairdryer jika membutuhkan bisa telpon resepsionis terlebih dahulu, setelah itu nanti diantar sama room service. Poin plus yang bagi saya adalah adanya sajadah dan mukena bersih di dalam kamar. Pelayanan room service juga cukup cepat. Sarapan standard hotel bintang 3, menu makanan berat cukup beragam. Saya rating 4,5/5 untuk makanan berat dan 3/5 untuk pastry dan makanan pencuci mulut. Overall pelayanan memuaskan. Akan nginep disini lagi kalau nanti explore malioboro lagi. Thank you khas malioboro.",lokasinya strategis banget deket sama beringharjo teras malioboro dan titik nol kalau anda mencari lokasi yang tepat buat menginap dengan tujuan utama eksplor malioboro keraton dan sekitarnya hotel ini paling pas pengalaman menginap pertama kali disini cukup ok resepsionis ramah dan proses check in relatif cepat ada minus sedikit dengan bau tidak sedap di kamar mandi tp agak mendingan ketika exhaust fan sudah dinyalakan beberapa jam resepsionis juga komunikatif dan meminta feedback dari kami via telpon kulkas brankas slippers kopi teh pemanas air toiletries tersedia channel tv cukup lengkap dengan gambar yang relatif jernih untuk hairdryer jika membutuhkan bisa telpon resepsionis terlebih dahulu setelah itu nanti diantar sama room service poin plus yang bagi saya adalah adanya sajadah dan mukena bersih di dalam kamar pelayanan room service juga cukup cepat sarapan standard hotel bintang menu makanan berat cukup beragam saya rating untuk makanan berat dan untuk pastry dan makanan pencuci mulut overall pelayanan memuaskan akan nginep disini lagi kalau nanti explore malioboro lagi thank you khas malioboro
127.0,Yurifa Zafira,23,2025-01-08,5,"Suka banget sama semua tentang hotel khas, pelayanan bagus, kamar nyaman, makanan semuanya enak gaada yg gagal, keep up the good work!🥳","Suka banget sama semua tentang hotel khas, pelayanan bagus, kamar nyaman, makanan semuanya enak gaada yg gagal, keep up the good work!",suka banget sama semua tentang hotel khas pelayanan bagus kamar nyaman makanan semuanya enak gaada yg gagal keep up the good work
128.0,Putri Susilowati,3,2025-01-08,2,"1hari nginep di hotel ini pesan 2 kamar karna pgn hotel yg dket malioboro,tp trnyata dpt 2 kamar yg zonk semua pintu jendela pada rusak,kran air error smpe hrs di benerin dan pnggil petugas buang2 waktu,pas malem mau mandi trnyata airnya g panas cm anget kuku bhkan cenderung dingin,kirain kamarku doang trnyata 1nya juga sama pdhal butuh air dan angker!!!!!","1hari nginep di hotel ini pesan 2 kamar karna pgn hotel yg dket malioboro,tp trnyata dpt 2 kamar yg zonk semua pintu jendela pada rusak,kran air error smpe hrs di benerin dan pnggil petugas buang2 waktu,pas malem mau mandi trnyata airnya g panas cm anget kuku bhkan cenderung dingin,kirain kamarku doang trnyata 1nya juga sama pdhal butuh air dan angker!!",hari nginep di hotel ini pesan kamar karna pgn hotel yg dket malioborotp trnyata dpt kamar yg zonk semua pintu jendela pada rusakkran air error smpe hrs di benerin dan pnggil petugas buang waktupas malem mau mandi trnyata airnya g panas cm anget kuku bhkan cenderung dinginkirain kamarku doang trnyata nya juga sama pdhal butuh air dan angker
