No,User Name,Review Count,Review Time,Rating,Review Text,Cleaned_Readable,Cleaned_NLP
121.0,rioriobimo bimo,57,2025-01-08,5,"Stay disini merupakan pilihan yang tepat, lokasi yang strategis dan cukup affordable, fasilitas kamar yang baik, kolam renang yang buka sampai jam 6 sore cukup enak... Apalagi poolnya di rooftop, pokonya gak salah deh kalo stay disini... Oia karyawannya juga sangat baik baik, dimulai dari mba ani, mas dwi dan beberapa anak resto yang saya lupa namanya kalian baik bangetttt. Gak salah deh kalau mau stay disini buat traveler baru hehehe.","Stay disini merupakan pilihan yang tepat, lokasi yang strategis dan cukup affordable, fasilitas kamar yang baik, kolam renang yang buka sampai jam 6 sore cukup enak.. Apalagi poolnya di rooftop, pokonya gak salah deh kalo stay disini.. Oia karyawannya juga sangat baik baik, dimulai dari mba ani, mas dwi dan beberapa anak resto yang saya lupa namanya kalian baik bangett. Gak salah deh kalau mau stay disini buat traveler baru hehehe.",stay disini merupakan pilihan yang tepat lokasi yang strategis dan cukup affordable fasilitas kamar yang baik kolam renang yang buka sampai jam sore cukup enak apalagi poolnya di rooftop pokonya gak salah deh kalo stay disini oia karyawannya juga sangat baik baik dimulai dari mba ani mas dwi dan beberapa anak resto yang saya lupa namanya kalian baik bangett gak salah deh kalau mau stay disini buat traveler baru hehehe
122.0,Denis Eka,52,2025-03-08,5,"Langganan kesini bila ke jogja, tempatnya strategis dan dekat dengan warung” kecil, utk breakfastnya ya lumayan cuma kalau menurutku rasanya kurang mantap sih","Langganan kesini bila ke jogja, tempatnya strategis dan dekat dengan warung kecil, utk breakfastnya ya lumayan cuma kalau menurutku rasanya kurang mantap sih",langganan kesini bila ke jogja tempatnya strategis dan dekat dengan warung kecil utk breakfastnya ya lumayan cuma kalau menurutku rasanya kurang mantap sih
123.0,Daniel Praditya,284,2025-01-08,4,"Kamarnya desain oke. Lumayan luas.. Tp kasurnya agak bau.. Kamar mandinya juga bau.. Kaya lama gak dibersihkan.. Setidaknya kasih pewangi.. Untuk menu makanan, lengkap dan enak.","Kamarnya desain oke. Lumayan luas.. Tp kasurnya agak bau.. Kamar mandinya juga bau.. Kaya lama gak dibersihkan.. Setidaknya kasih pewangi.. Untuk menu makanan, lengkap dan enak.",kamarnya desain oke lumayan luas tp kasurnya agak bau kamar mandinya juga bau kaya lama gak dibersihkan setidaknya kasih pewangi untuk menu makanan lengkap dan enak
124.0,Veel Plezier Tour,270,2025-05-08,1,Harga mahal Iamar sempit Tidak negotiable.. Security asik main HP nda respon ada mobil masuk Mending cari hotel lain deh,Harga mahal iamar sempit tidak negotiable.. Security asik main hp nda respon ada mobil masuk mending cari hotel lain deh,harga mahal iamar sempit tidak negotiable security asik main hp nda respon ada mobil masuk mending cari hotel lain deh
125.0,Ahmad Maulana,1,2025-10-08,5,kamar bersih bathroom wangi very good,Kamar bersih bathroom wangi very good,kamar bersih bathroom wangi very good
126.0,Dewanti Wulandari,21,2025-01-08,3,"Kesini karena buka puasa di rooftop nya, aksesnya mudah naik lift langsung sampe di venue nya. Pelayanannya cukup ramah, venue nya bagus tapi terkesan crowded banget kaya overload orang jd kurang nyaman. Pilihan makanannya cukup tp kurang variatif. maincourse & nasi kebulinya enak kalo yg lain biasa aja. Untuk stall grill lama banget nyetok nya giliran uda ada nunggu yg mau ngambil dulu baru di panggangin jd harus nunggu lagi & antri","Kesini karena buka puasa di rooftop nya, aksesnya mudah naik lift langsung sampe di venue nya. Pelayanannya cukup ramah, venue nya bagus tapi terkesan crowded banget kaya overload orang jd kurang nyaman. Pilihan makanannya cukup tp kurang variatif. Maincourse & nasi kebulinya enak kalo yg lain biasa aja. Untuk stall grill lama banget nyetok nya giliran uda ada nunggu yg mau ngambil dulu baru di panggangin jd harus nunggu lagi & antri",kesini karena buka puasa di rooftop nya aksesnya mudah naik lift langsung sampe di venue nya pelayanannya cukup ramah venue nya bagus tapi terkesan crowded banget kaya overload orang jd kurang nyaman pilihan makanannya cukup tp kurang variatif maincourse nasi kebulinya enak kalo yg lain biasa aja untuk stall grill lama banget nyetok nya giliran uda ada nunggu yg mau ngambil dulu baru di panggangin jd harus nunggu lagi antri
127.0,yoppi tri handoyo,1,2025-07-08,5,"Kamar bagus, menu sarapan banyak variasi dan enak","Kamar bagus, menu sarapan banyak variasi dan enak",kamar bagus menu sarapan banyak variasi dan enak
128.0,Reni Rostina,8,2025-09-08,5,Lokasi yg dkt dgn maliboro memudahkan kita untuk jalan lbh dekat,Lokasi yg dkt dgn maliboro memudahkan kita untuk jalan lbh dekat,lokasi yg dkt dgn maliboro memudahkan kita untuk jalan lbh dekat
129.0,Isna Ramdhani,11,2025-01-08,3,"Layanan nya oke, lokasi juga oke deket ke Malioboro... Sayangnya untuk kamar kurang oke, untuk sprei, sarung bantal dan sarung guling nya udah kusem banget terus dipan dan meja sebelah dipan nya bikin takut lepas😄.. pintu kamar mandi nya agak rusak.. untuk sarapan lumayan 👍🏻","Layanan nya oke, lokasi juga oke deket ke malioboro.. Sayangnya untuk kamar kurang oke, untuk sprei, sarung bantal dan sarung guling nya udah kusem banget terus dipan dan meja sebelah dipan nya bikin takut lepas.. Pintu kamar mandi nya agak rusak.. Untuk sarapan lumayan",layanan nya oke lokasi juga oke deket ke malioboro sayangnya untuk kamar kurang oke untuk sprei sarung bantal dan sarung guling nya udah kusem banget terus dipan dan meja sebelah dipan nya bikin takut lepas pintu kamar mandi nya agak rusak untuk sarapan lumayan
130.0,Fendi Febriansa,1,2025-10-08,5,kamar bersih bathroom wangi lokasi stragegis,Kamar bersih bathroom wangi lokasi stragegis,kamar bersih bathroom wangi lokasi stragegis
131.0,Karel Doughny,33,2025-01-08,3,"Nothing special, guess its what you pay for. Old rooms, decent condition. Food is not good. Worst pizza i ever eaten. Everything undercooked. They forgot the electrical plug next to the bed. Only two wall plugs in the entire room. I guess the location is good.","Nothing special, guess its what you pay for. Old rooms, decent condition. Food is not good. Worst pizza i ever eaten. Everything undercooked. They forgot the electrical plug next to the bed. Only two wall plugs in the entire room. I guess the location is good.",nothing special guess its what you pay for old rooms decent condition food is not good worst pizza i ever eaten everything undercooked they forgot the electrical plug next to the bed only two wall plugs in the entire room i guess the location is good
132.0,Irfan Suryana,268,2025-01-08,5,I truly love ibis Styles Yogyakarta. This hotel is incredibly amazing! The security guard is very friendly and helpful. The room is comfortable and wonderful. Everyone can come to ibis Styles Yogyakarta easily because the hotel is located nearby the main street. Thank you so much ibis Styles Yogyakarta. I hope someday I can come here again.,I truly love ibis styles yogyakarta. This hotel is incredibly amazing! The security guard is very friendly and helpful. The room is comfortable and wonderful. Everyone can come to ibis styles yogyakarta easily because the hotel is located nearby the main street. Thank you so much ibis styles yogyakarta. I hope someday i can come here again.,i truly love ibis styles yogyakarta this hotel is incredibly amazing the security guard is very friendly and helpful the room is comfortable and wonderful everyone can come to ibis styles yogyakarta easily because the hotel is located nearby the main street thank you so much ibis styles yogyakarta i hope someday i can come here again
133.0,Ria Santati,115,2025-01-08,5,"Hanya 5 menit menuju kawasan legendaris Malioboro. 3 menit menuju Gereja Katolik Kemetiran. Sarapan yang beraneka ragam. Kamar yang luas meski hanya untuk 2 orang. Dan, pool yang tenang di lantai 7, sejenak menikmati langit biru.","Hanya 5 menit menuju kawasan legendaris malioboro. 3 menit menuju gereja katolik kemetiran. Sarapan yang beraneka ragam. Kamar yang luas meski hanya untuk 2 orang. Dan, pool yang tenang di lantai 7, sejenak menikmati langit biru.",hanya menit menuju kawasan legendaris malioboro menit menuju gereja katolik kemetiran sarapan yang beraneka ragam kamar yang luas meski hanya untuk orang dan pool yang tenang di lantai sejenak menikmati langit biru
134.0,Sulizlovable Fe,173,2025-01-08,4,"Kamarnya lumayan rapi dan bersih. Letak hotelnya cukup dekat dengan Malioboro, kalau mau main ke sana bisa jalan kaki. Hanya saja, tdak ada tempat main anak-anak seperti Ibis Styles di Bandung. Untuk menu breakfast cukup bervariasi, cuma tempatnya dibagi menjadi 2. Jadi, untuk nyobain semua menu agak ribet harus bolak-balik jauh dari tempat duduk.","Kamarnya lumayan rapi dan bersih. Letak hotelnya cukup dekat dengan malioboro, kalau mau main ke sana bisa jalan kaki. Hanya saja, tdak ada tempat main anak-anak seperti ibis styles di bandung. Untuk menu breakfast cukup bervariasi, cuma tempatnya dibagi menjadi 2. Jadi, untuk nyobain semua menu agak ribet harus bolak-balik jauh dari tempat duduk.",kamarnya lumayan rapi dan bersih letak hotelnya cukup dekat dengan malioboro kalau mau main ke sana bisa jalan kaki hanya saja tdak ada tempat main anakanak seperti ibis styles di bandung untuk menu breakfast cukup bervariasi cuma tempatnya dibagi menjadi jadi untuk nyobain semua menu agak ribet harus bolakbalik jauh dari tempat duduk
135.0,adzicro Kusuma,140,2025-03-08,3,pelayannya yg bt sarapan pagi di outlet omelet tidak senyum dan ketus dan tdk memperhatikan orang yg pesen omelet khususnya pelayanannya kurang,Pelayannya yg bt sarapan pagi di outlet omelet tidak senyum dan ketus dan tdk memperhatikan orang yg pesen omelet khususnya pelayanannya kurang,pelayannya yg bt sarapan pagi di outlet omelet tidak senyum dan ketus dan tdk memperhatikan orang yg pesen omelet khususnya pelayanannya kurang
136.0,Prasenja,651,2025-01-08,5,"Kamarnya sederhana tp nyaman. Cuma lantai perokok tidak bersih dari asap, tidak ada exhaust. Jika bukan perokok ditempatkan dilantai perokok sangat terganggu banget.","Kamarnya sederhana tp nyaman. Cuma lantai perokok tidak bersih dari asap, tidak ada exhaust. Jika bukan perokok ditempatkan dilantai perokok sangat terganggu banget.",kamarnya sederhana tp nyaman cuma lantai perokok tidak bersih dari asap tidak ada exhaust jika bukan perokok ditempatkan dilantai perokok sangat terganggu banget
137.0,Feni Utami,243,2025-11-08,5,Yaaa makannya sesuai harganya lah,Yaa makannya sesuai harganya lah,yaa makannya sesuai harganya lah
138.0,Akfa,2,2025-12-08,5,"Room clean, bed clean, bathroom clean, staff good.","Room clean, bed clean, bathroom clean, staff good.",room clean bed clean bathroom clean staff good
139.0,dzamar haidar,1,2025-01-08,5,"resto nyaman dan bersih, pelayanan untuk breakfast juga sangat bagus, staffnya ramah sekali, variasi menu sangat banyak dan rasanya juga enak ada live cooking buat masak nasi goreng dan telur...","Resto nyaman dan bersih, pelayanan untuk breakfast juga sangat bagus, staffnya ramah sekali, variasi menu sangat banyak dan rasanya juga enak ada live cooking buat masak nasi goreng dan telur..",resto nyaman dan bersih pelayanan untuk breakfast juga sangat bagus staffnya ramah sekali variasi menu sangat banyak dan rasanya juga enak ada live cooking buat masak nasi goreng dan telur
140.0,arin ike,210,2025-01-08,5,"So far kami cukup nyaman , meski di toilet ballroom krg gercep ketika ada acara di ruang tsb hrsnya petugas cleaning service nya minim 1 jam cek toilet , jd gak terlalu kotor dan bahkan berantakan bnyk tisu berceceran / tisu habis, atau tutup toilet bergeser kemana2.","So far kami cukup nyaman, meski di toilet ballroom krg gercep ketika ada acara di ruang tsb hrsnya petugas cleaning service nya minim 1 jam cek toilet, jd gak terlalu kotor dan bahkan berantakan bnyk tisu berceceran / tisu habis, atau tutup toilet bergeser kemana2.",so far kami cukup nyaman meski di toilet ballroom krg gercep ketika ada acara di ruang tsb hrsnya petugas cleaning service nya minim jam cek toilet jd gak terlalu kotor dan bahkan berantakan bnyk tisu berceceran tisu habis atau tutup toilet bergeser kemana
141.0,A Bc,4,2025-02-08,2,Biasa aja Pelayanan baik Pintu masuk ke Hotelnya yang agak sulit naik dan langsung belok patah ke kanan🤦‍♂️. Semoga dikemudian hari sudah dapat berubah.,Biasa aja pelayanan baik pintu masuk ke hotelnya yang agak sulit naik dan langsung belok patah ke kanan. Semoga dikemudian hari sudah dapat berubah.,biasa aja pelayanan baik pintu masuk ke hotelnya yang agak sulit naik dan langsung belok patah ke kanan semoga dikemudian hari sudah dapat berubah
142.0,Jhony stephanus,98,2025-01-08,5,"Lokasinya dipinggir jalan, berdampingan dgn hotel mercure, dekat ke mall lippo plaza tinggal jalan kaki, breakfast enak, kamarnya estetik dan clean, super lah","Lokasinya dipinggir jalan, berdampingan dgn hotel mercure, dekat ke mall lippo plaza tinggal jalan kaki, breakfast enak, kamarnya estetik dan clean, super lah",lokasinya dipinggir jalan berdampingan dgn hotel mercure dekat ke mall lippo plaza tinggal jalan kaki breakfast enak kamarnya estetik dan clean super lah
143.0,Wulan Djofi8,265,2023-01-08,4,"Lokasi ga terlalu jauh dari Malioboro. Tempat parkir mobil ga terlalu luas, tapi klo parkiran penuh, bisa valet parking jadi ga usah repot. Pegawainya hampir semuanya ramah, terutama securitynya. Aq dapet kamar di lantai 4. Interior kamar bagus, cukup luas, ada kulkas mini 'n coffee maker. Breakfast enak 'n menu cukup beragam (bubur ayam, soto, omelet, nasi goreng, oseng buncis wortel jagung, opor, mie, gorengan mendoan + bakwan sayur, pancake, waffle, roti, jamu, jus jambu, teh, kopi, air putih, infused water). Begitu makanan qta habis, piring kotor langsung diambil (cekatan). Kolam renang di rooftop bagus. Ada sky barnya klo malem. Kenapa aq cuma kasih bintang 4 & bukan 5? Karna hotel ini punya beberapa kekurangan : suara antar kamar ga kedap, dari lantai 4 klo malem juga masih terdengar suara motor lewat, hairdryer di kamar mandi rusak jadi pas mo make ga bisa, sprei kasur aga kotor, kamar mandi 'n closet juga ga terlalu bersih. Saran aja : mungkin klo tuk bikin kamar jadi kedap suara terlalu banyak biaya, jadi ga usah diperbaiki ga apa. Tapi, klo untuk kebersihan harap diperhatikan 'n ditingkatkan lagi.","Lokasi ga terlalu jauh dari malioboro. Tempat parkir mobil ga terlalu luas, tapi klo parkiran penuh, bisa valet parking jadi ga usah repot. Pegawainya hampir semuanya ramah, terutama securitynya. Aq dapet kamar di lantai 4. Interior kamar bagus, cukup luas, ada kulkas mini 'n coffee maker. Breakfast enak 'n menu cukup beragam (bubur ayam, soto, omelet, nasi goreng, oseng buncis wortel jagung, opor, mie, gorengan mendoan + bakwan sayur, pancake, waffle, roti, jamu, jus jambu, teh, kopi, air putih, infused water). Begitu makanan qta habis, piring kotor langsung diambil (cekatan). Kolam renang di rooftop bagus. Ada sky barnya klo malem. Kenapa aq cuma kasih bintang 4 & bukan 5? Karna hotel ini punya beberapa kekurangan: suara antar kamar ga kedap, dari lantai 4 klo malem juga masih terdengar suara motor lewat, hairdryer di kamar mandi rusak jadi pas mo make ga bisa, sprei kasur aga kotor, kamar mandi 'n closet juga ga terlalu bersih. Saran aja: mungkin klo tuk bikin kamar jadi kedap suara terlalu banyak biaya, jadi ga usah diperbaiki ga apa. Tapi, klo untuk kebersihan harap diperhatikan 'n ditingkatkan lagi.",lokasi ga terlalu jauh dari malioboro tempat parkir mobil ga terlalu luas tapi klo parkiran penuh bisa valet parking jadi ga usah repot pegawainya hampir semuanya ramah terutama securitynya aq dapet kamar di lantai interior kamar bagus cukup luas ada kulkas mini n coffee maker breakfast enak n menu cukup beragam bubur ayam soto omelet nasi goreng oseng buncis wortel jagung opor mie gorengan mendoan bakwan sayur pancake waffle roti jamu jus jambu teh kopi air putih infused water begitu makanan qta habis piring kotor langsung diambil cekatan kolam renang di rooftop bagus ada sky barnya klo malem kenapa aq cuma kasih bintang bukan karna hotel ini punya beberapa kekurangan suara antar kamar ga kedap dari lantai klo malem juga masih terdengar suara motor lewat hairdryer di kamar mandi rusak jadi pas mo make ga bisa sprei kasur aga kotor kamar mandi n closet juga ga terlalu bersih saran aja mungkin klo tuk bikin kamar jadi kedap suara terlalu banyak biaya jadi ga usah diperbaiki ga apa tapi klo untuk kebersihan harap diperhatikan n ditingkatkan lagi
144.0,Prayeka Ratnasari,23,2025-01-08,5,"Latepost, ini cukup Menarik untuk Bukber, dari sekian Auce menu nasi briyani & barbeque stall kambing guling disini paling enak. Sayang untuk Maincourse rasa bumbu kurang kuat. Tpi Over all Ok. Sempet nyasar cari tempat ibadah, pas ke bag.informasi langsung dianterin👌","Latepost, ini cukup menarik untuk bukber, dari sekian auce menu nasi briyani & barbeque stall kambing guling disini paling enak. Sayang untuk maincourse rasa bumbu kurang kuat. Tpi over all ok. Sempet nyasar cari tempat ibadah, pas ke bag.informasi langsung dianterin",latepost ini cukup menarik untuk bukber dari sekian auce menu nasi briyani barbeque stall kambing guling disini paling enak sayang untuk maincourse rasa bumbu kurang kuat tpi over all ok sempet nyasar cari tempat ibadah pas ke baginformasi langsung dianterin
145.0,Athar Pras,121,2025-01-08,2,"Menginap pertama kali di sini.... Pelayanan ramah.... Kondisi kamar keliatan udah lama, terlihat kusam kurang cerah, ..... Kolam renang ada diatas , lumayan bisa liat suasana yogya ...hanya perlu ditambah kedalamannya, untuk makan pagi cukup mantab.... Lainnya ok","Menginap pertama kali di sini.. Pelayanan ramah.. Kondisi kamar keliatan udah lama, terlihat kusam kurang cerah,.. Kolam renang ada diatas, lumayan bisa liat suasana yogya..hanya perlu ditambah kedalamannya, untuk makan pagi cukup mantab.. Lainnya ok",menginap pertama kali di sini pelayanan ramah kondisi kamar keliatan udah lama terlihat kusam kurang cerah kolam renang ada diatas lumayan bisa liat suasana yogya hanya perlu ditambah kedalamannya untuk makan pagi cukup mantab lainnya ok
146.0,Himawan Himawan,5,2025-01-08,5,"Lokasi strategis, di pojok sehingga akses keluar masuk mudah tidak sesumpek hotel di dalam gang yang sering terjadi karena ramainya Malioboro, walau hotel ini juga dekat Malioboro","Lokasi strategis, di pojok sehingga akses keluar masuk mudah tidak sesumpek hotel di dalam gang yang sering terjadi karena ramainya malioboro, walau hotel ini juga dekat malioboro",lokasi strategis di pojok sehingga akses keluar masuk mudah tidak sesumpek hotel di dalam gang yang sering terjadi karena ramainya malioboro walau hotel ini juga dekat malioboro
147.0,Danu1301 Irawan,1,2025-01-08,5,"Waktu check in cepat, kamarnya bagus bersih nyaman , pelayanan nya bagus ,tempatnya deket dengan Tempat'' wisata , dari dalam kamar ada pemandangan kota , cocok buat menginap keluarga 👍👍","Waktu check in cepat, kamarnya bagus bersih nyaman, pelayanan nya bagus,tempatnya deket dengan tempat'' wisata, dari dalam kamar ada pemandangan kota, cocok buat menginap keluarga",waktu check in cepat kamarnya bagus bersih nyaman pelayanan nya bagus tempatnya deket dengan tempat wisata dari dalam kamar ada pemandangan kota cocok buat menginap keluarga
148.0,Chandra K. A.,56,2024-01-08,5,"Tempat strategis, tengah kota. Parkir tersedia, cuma utk bus ukuran besar, agak repot parkirnya. Lobby luas, minimalis, artistik. Kamar bagus, nyaman. Ada kolam renangnya di rooftop. Masjid dekat, di seberang jalan. Pelayanannya ramah, pegawainya cantik cantik.","Tempat strategis, tengah kota. Parkir tersedia, cuma utk bus ukuran besar, agak repot parkirnya. Lobby luas, minimalis, artistik. Kamar bagus, nyaman. Ada kolam renangnya di rooftop. Masjid dekat, di seberang jalan. Pelayanannya ramah, pegawainya cantik cantik.",tempat strategis tengah kota parkir tersedia cuma utk bus ukuran besar agak repot parkirnya lobby luas minimalis artistik kamar bagus nyaman ada kolam renangnya di rooftop masjid dekat di seberang jalan pelayanannya ramah pegawainya cantik cantik
149.0,januar subadi,68,2025-02-08,5,"Sudah bagus ,... sedikit masukan untuk ditambahkan kran air bawah untuk digunakan saat ber wudhu","Sudah bagus,.. Sedikit masukan untuk ditambahkan kran air bawah untuk digunakan saat ber wudhu",sudah bagus sedikit masukan untuk ditambahkan kran air bawah untuk digunakan saat ber wudhu
150.0,andi santoso,6,2024-01-08,1,"Room: sarung bantal dan selimut sudah menghitam seperti tidak dicuci sebulan.. Service: lahan parkir kurang sekali, staff minim, penggantian sarung bantal dan selimut pun terkesan asal asalan Location: ya begitu lah di kota tergantung mau kemana..","Room: sarung bantal dan selimut sudah menghitam seperti tidak dicuci sebulan.. Service: lahan parkir kurang sekali, staff minim, penggantian sarung bantal dan selimut pun terkesan asal asalan location: ya begitu lah di kota tergantung mau kemana..",room sarung bantal dan selimut sudah menghitam seperti tidak dicuci sebulan service lahan parkir kurang sekali staff minim penggantian sarung bantal dan selimut pun terkesan asal asalan location ya begitu lah di kota tergantung mau kemana
151.0,Vicki Santoso,24,2024-01-08,3,"Untuk staff nya sendiri ramah dr semenjak saya datang. Tapi ibis style yang Yogyakarta ini, yang terjelek yang pernah saya datangi. Untuk harga sekian di accor club hotel di kota lain kamarnya sudah terbarukan dan bersih. Namun semenjak sy menginjak lantai tempat saya menginap, karpetnya saja sudah usang.Masuk kamar non smoking namun tercium bau rokok, kualitas kamar jauh dr ibis style cabang lain. Yang terparah bantalnya sudah dekil, dan anak saya baru mau tidur pun sudah gatal2. Mohon maaf style kamar nya sangat tidak mencerminkan ibis style. notes: foto bantal adalah bantal yang sudah diganti karna sy ga sanggup tidur d sarung bantal yg lebih dekil lagi.","Untuk staff nya sendiri ramah dr semenjak saya datang. Tapi ibis style yang yogyakarta ini, yang terjelek yang pernah saya datangi. Untuk harga sekian di accor club hotel di kota lain kamarnya sudah terbarukan dan bersih. Namun semenjak sy menginjak lantai tempat saya menginap, karpetnya saja sudah usang.masuk kamar non smoking namun tercium bau rokok, kualitas kamar jauh dr ibis style cabang lain. Yang terparah bantalnya sudah dekil, dan anak saya baru mau tidur pun sudah gatal2. Mohon maaf style kamar nya sangat tidak mencerminkan ibis style. Notes: foto bantal adalah bantal yang sudah diganti karna sy ga sanggup tidur d sarung bantal yg lebih dekil lagi.",untuk staff nya sendiri ramah dr semenjak saya datang tapi ibis style yang yogyakarta ini yang terjelek yang pernah saya datangi untuk harga sekian di accor club hotel di kota lain kamarnya sudah terbarukan dan bersih namun semenjak sy menginjak lantai tempat saya menginap karpetnya saja sudah usangmasuk kamar non smoking namun tercium bau rokok kualitas kamar jauh dr ibis style cabang lain yang terparah bantalnya sudah dekil dan anak saya baru mau tidur pun sudah gatal mohon maaf style kamar nya sangat tidak mencerminkan ibis style notes foto bantal adalah bantal yang sudah diganti karna sy ga sanggup tidur d sarung bantal yg lebih dekil lagi
152.0,Gisela Rieka (Rieka),144,2024-01-08,5,"Check in early krn kondisi mama kecapean ternyata tidak bs krn kamar full, but its ok krn staff sangat membantu dan ramah sekali akhirnya kmi pergi untuk JJS. Sekembalinya ternyata msh blm bs juga, lalu kmi jln2 seputar hotel dan menunggu di poolnya, eh ga selang lama petugas dtg dan memberikan kami kunci kamar. Kmi lgs menuju kamar. Kamar kondisi bersih sekali dan nyaman. Staff spa juga sangat ramah. Untuk sarapan cukup memuaskan dan lengkap, mgkn lbh diperbanyak variasi rotinya","Check in early krn kondisi mama kecapean ternyata tidak bs krn kamar full, but its ok krn staff sangat membantu dan ramah sekali akhirnya kmi pergi untuk jjs. Sekembalinya ternyata msh blm bs juga, lalu kmi jln2 seputar hotel dan menunggu di poolnya, eh ga selang lama petugas dtg dan memberikan kami kunci kamar. Kmi lgs menuju kamar. Kamar kondisi bersih sekali dan nyaman. Staff spa juga sangat ramah. Untuk sarapan cukup memuaskan dan lengkap, mgkn lbh diperbanyak variasi rotinya",check in early krn kondisi mama kecapean ternyata tidak bs krn kamar full but its ok krn staff sangat membantu dan ramah sekali akhirnya kmi pergi untuk jjs sekembalinya ternyata msh blm bs juga lalu kmi jln seputar hotel dan menunggu di poolnya eh ga selang lama petugas dtg dan memberikan kami kunci kamar kmi lgs menuju kamar kamar kondisi bersih sekali dan nyaman staff spa juga sangat ramah untuk sarapan cukup memuaskan dan lengkap mgkn lbh diperbanyak variasi rotinya
153.0,Vincentius Gika,9,2024-01-08,5,"Sungguh pengalaman yang menyenangkan menginap si hotel ini. Memiliki view yang cantik dari sky bar, pelayanan yang sungguh rama dari staff dan juga makanan yang enak dan variatif. Dan untuk lokasi sangat baik karena berada di pusat kota.","Sungguh pengalaman yang menyenangkan menginap si hotel ini. Memiliki view yang cantik dari sky bar, pelayanan yang sungguh rama dari staff dan juga makanan yang enak dan variatif. Dan untuk lokasi sangat baik karena berada di pusat kota.",sungguh pengalaman yang menyenangkan menginap si hotel ini memiliki view yang cantik dari sky bar pelayanan yang sungguh rama dari staff dan juga makanan yang enak dan variatif dan untuk lokasi sangat baik karena berada di pusat kota
154.0,Arief Romadhoni,138,2025-01-08,5,"Hotel yang berada dilokasi strategis di Yogtakarta. Namun perlu diberikan pewangi dilorong kamar, mungkin karena ada kelembaban yg menimbulkan aroma kurang sedap. Lainnya ok saja.","Hotel yang berada dilokasi strategis di yogtakarta. Namun perlu diberikan pewangi dilorong kamar, mungkin karena ada kelembaban yg menimbulkan aroma kurang sedap. Lainnya ok saja.",hotel yang berada dilokasi strategis di yogtakarta namun perlu diberikan pewangi dilorong kamar mungkin karena ada kelembaban yg menimbulkan aroma kurang sedap lainnya ok saja
155.0,Ayu Kusno,2,2025-01-08,5,"Sudah 2x dapat workshop di Hotel ini, aula nya nyaman, toilet nya bersih dan Mushola bersih Serta terawat mukenah nya Hidangan nya juga cocok di Lidah dan bervariasi 👍","Sudah 2x dapat workshop di hotel ini, aula nya nyaman, toilet nya bersih dan mushola bersih serta terawat mukenah nya hidangan nya juga cocok di lidah dan bervariasi",sudah x dapat workshop di hotel ini aula nya nyaman toilet nya bersih dan mushola bersih serta terawat mukenah nya hidangan nya juga cocok di lidah dan bervariasi
156.0,Aprilummu FakhriFattanFatirFaqih,927,2025-01-08,4,"beberapa kali kesini dan nginep disini juga,paling seneng sama roof topnya ,tempat favorit dan ada swimming pool nya disitu,kelihatan dech kota Jogja dari situ,parkiran lumayan menurut saya karena saya membawa mobil sendiri kesini jika berkunjung kesini ,makanan lumayan,dari Malioboro dekat bisa dengan berjalan kaki","Beberapa kali kesini dan nginep disini juga,paling seneng sama roof topnya,tempat favorit dan ada swimming pool nya disitu,kelihatan dech kota jogja dari situ,parkiran lumayan menurut saya karena saya membawa mobil sendiri kesini jika berkunjung kesini,makanan lumayan,dari malioboro dekat bisa dengan berjalan kaki",beberapa kali kesini dan nginep disini jugapaling seneng sama roof topnya tempat favorit dan ada swimming pool nya disitukelihatan dech kota jogja dari situparkiran lumayan menurut saya karena saya membawa mobil sendiri kesini jika berkunjung kesini makanan lumayandari malioboro dekat bisa dengan berjalan kaki
157.0,Heny Indarty Syahrul,7,2025-10-08,5,"Kamar yang tenang, bersih dan harum","Kamar yang tenang, bersih dan harum",kamar yang tenang bersih dan harum
