No,User Name,Review Count,Review Time,Rating,Review Text,Cleaned_Readable,Cleaned_NLP
85.0,Dewi Ndaa,1,2025-12-08,5,"Pelayanan nya best banget deh, cocok untuk yang suka makanan Western bisa datang kesini chefnya juga asik bahkan para karyawan yang lain ramah. Desain makanan juga gak main main loh, garnisnya mewah dan mengundang selera makan.","Pelayanan nya best banget deh, cocok untuk yang suka makanan western bisa datang kesini chefnya juga asik bahkan para karyawan yang lain ramah. Desain makanan juga gak main main loh, garnisnya mewah dan mengundang selera makan.",pelayanan nya best banget deh cocok untuk yang suka makanan western bisa datang kesini chefnya juga asik bahkan para karyawan yang lain ramah desain makanan juga gak main main loh garnisnya mewah dan mengundang selera makan
86.0,lia lo,1,2025-12-18,5,"makan siang nya enak menunya, dan juga disambut ramah sama mba arvel bantu jelasin menunya jadi kita ga bingung makasih banyak mba, hotelnya juga bagus meeting roomnya nyaman","Makan siang nya enak menunya, dan juga disambut ramah sama mba arvel bantu jelasin menunya jadi kita ga bingung makasih banyak mba, hotelnya juga bagus meeting roomnya nyaman",makan siang nya enak menunya dan juga disambut ramah sama mba arvel bantu jelasin menunya jadi kita ga bingung makasih banyak mba hotelnya juga bagus meeting roomnya nyaman
87.0,saifullah nur alawi,1,2025-12-08,5,"Terima kasih atas pelayanannya, Kami jadi senang ketika berkunjung ke Yogyakarta. Pulang dari sana membawa semangat positif. Pelayanan bagus, kamar bersih dan makanannya pun enak","Terima kasih atas pelayanannya, kami jadi senang ketika berkunjung ke yogyakarta. Pulang dari sana membawa semangat positif. Pelayanan bagus, kamar bersih dan makanannya pun enak",terima kasih atas pelayanannya kami jadi senang ketika berkunjung ke yogyakarta pulang dari sana membawa semangat positif pelayanan bagus kamar bersih dan makanannya pun enak
88.0,Nur Laela90,2,2025-08-08,5,"Liburan dengan thema family gathering ini sangat istimewa Hotel mewah ini menyajikan unsur HiTech dari teknologi canggih sehingga anak saya exited banget sama switch on off lamp by google. Ada unsur etnik jawa dan konsep batik disetiap aksen kamar hotel ataupun setiap sudut hotel yg begitu unik. Ditengah tehnologi yg canggih pelayanan pun sangat ramah dari semua lini karyawan dari receptionist yg sangat hamble mengapresiasi setiap detail kecil dari tamunya sehingga obrolan singkat begitu terasa hangat. Housekeeper pun selalu senyum dan menyapa disetiap tamunya. Disaat air kamar mandi tidak nyala, petugas teknisi pun sangat fastrespon, Diera sekarang ini adab yg baik dari karyawan tidak bisa digantikan oleh AI. Semoga tetap dipertahankan. Konsep air galon yang disediakan dilorong pun sangat bermanfaat sesuai kebutuhan tidak mubadzir dan tentunya bisa mendukung konsep gogreen and no plastic feel fantastic Ada baiknya hotel mewah dengan Fasilitas HiTech ini mulai dipublishkan di meta ads dengan telling story biar dijangkau dan dikenal seluruh lapisan masyarakat yg hendak berkunjung ke jogja","Liburan dengan thema family gathering ini sangat istimewa hotel mewah ini menyajikan unsur hitech dari teknologi canggih sehingga anak saya exited banget sama switch on off lamp by google. Ada unsur etnik jawa dan konsep batik disetiap aksen kamar hotel ataupun setiap sudut hotel yg begitu unik. Ditengah tehnologi yg canggih pelayanan pun sangat ramah dari semua lini karyawan dari receptionist yg sangat hamble mengapresiasi setiap detail kecil dari tamunya sehingga obrolan singkat begitu terasa hangat. Housekeeper pun selalu senyum dan menyapa disetiap tamunya. Disaat air kamar mandi tidak nyala, petugas teknisi pun sangat fastrespon, diera sekarang ini adab yg baik dari karyawan tidak bisa digantikan oleh ai. Semoga tetap dipertahankan. Konsep air galon yang disediakan dilorong pun sangat bermanfaat sesuai kebutuhan tidak mubadzir dan tentunya bisa mendukung konsep gogreen and no plastic feel fantastic ada baiknya hotel mewah dengan fasilitas hitech ini mulai dipublishkan di meta ads dengan telling story biar dijangkau dan dikenal seluruh lapisan masyarakat yg hendak berkunjung ke jogja",liburan dengan thema family gathering ini sangat istimewa hotel mewah ini menyajikan unsur hitech dari teknologi canggih sehingga anak saya exited banget sama switch on off lamp by google ada unsur etnik jawa dan konsep batik disetiap aksen kamar hotel ataupun setiap sudut hotel yg begitu unik ditengah tehnologi yg canggih pelayanan pun sangat ramah dari semua lini karyawan dari receptionist yg sangat hamble mengapresiasi setiap detail kecil dari tamunya sehingga obrolan singkat begitu terasa hangat housekeeper pun selalu senyum dan menyapa disetiap tamunya disaat air kamar mandi tidak nyala petugas teknisi pun sangat fastrespon diera sekarang ini adab yg baik dari karyawan tidak bisa digantikan oleh ai semoga tetap dipertahankan konsep air galon yang disediakan dilorong pun sangat bermanfaat sesuai kebutuhan tidak mubadzir dan tentunya bisa mendukung konsep gogreen and no plastic feel fantastic ada baiknya hotel mewah dengan fasilitas hitech ini mulai dipublishkan di meta ads dengan telling story biar dijangkau dan dikenal seluruh lapisan masyarakat yg hendak berkunjung ke jogja
89.0,Khansa,9,2025-12-08,5,"Hal terbaik dari hotel ini adalah service nya. Semua pegawai ramah sekali, dan excellence service nya. Kamarnya bersih, luas, mini bar nya selalu direfill dengan cepat. Lokasinya pas di tengah Malioboro.","Hal terbaik dari hotel ini adalah service nya. Semua pegawai ramah sekali, dan excellence service nya. Kamarnya bersih, luas, mini bar nya selalu direfill dengan cepat. Lokasinya pas di tengah malioboro.",hal terbaik dari hotel ini adalah service nya semua pegawai ramah sekali dan excellence service nya kamarnya bersih luas mini bar nya selalu direfill dengan cepat lokasinya pas di tengah malioboro
90.0,Callista Nayyara,1,2025-12-08,5,"Pertama kali nginep di Harper dan langsung suka. Kamarnya nyaman dan suasana hotelnya tenang. Kak April bantu proses check-in biar cepat dan super ramah. Dekat ke Malioboro, jadi gampang banget kalau mau belanja atau makan malam. Worth it banget untuk harga segini.","Pertama kali nginep di harper dan langsung suka. Kamarnya nyaman dan suasana hotelnya tenang. Kak april bantu proses check-in biar cepat dan super ramah. Dekat ke malioboro, jadi gampang banget kalau mau belanja atau makan malam. Worth it banget untuk harga segini.",pertama kali nginep di harper dan langsung suka kamarnya nyaman dan suasana hotelnya tenang kak april bantu proses checkin biar cepat dan super ramah dekat ke malioboro jadi gampang banget kalau mau belanja atau makan malam worth it banget untuk harga segini
91.0,Aira Faustien,1,2025-12-08,5,"sya sangat puas dengan rasa dan penyajiannya. pelayanan juga sangat baik, saya merekomendasikan hotel ini kepada teman-teman saya karena makanan yang lezat dan pelayanan yang baik serta cekatan","Sya sangat puas dengan rasa dan penyajiannya. Pelayanan juga sangat baik, saya merekomendasikan hotel ini kepada teman-teman saya karena makanan yang lezat dan pelayanan yang baik serta cekatan",sya sangat puas dengan rasa dan penyajiannya pelayanan juga sangat baik saya merekomendasikan hotel ini kepada temanteman saya karena makanan yang lezat dan pelayanan yang baik serta cekatan
92.0,Grace cs,1,2025-12-11,5,"GILA SIH, Harper Malioboro tuh aesthetic overload banget. Koridornya aja cakep, apalagi kamarnya! Jendela besar, cahaya natural masuk, langsung bikin aku pengen foto-foto ala influencer (padahal hasilnya tetap receh). Fasilitas lengkap, AC dingin stabil, shower kenceng (ini penting ya!), dan staff ramah semua. Khususnya Kak April, sumpah ini orang energinya positive banget","Gila sih, harper malioboro tuh aesthetic overload banget. Koridornya aja cakep, apalagi kamarnya! Jendela besar, cahaya natural masuk, langsung bikin aku pengen foto-foto ala influencer (padahal hasilnya tetap receh). Fasilitas lengkap, ac dingin stabil, shower kenceng (ini penting ya!), dan staff ramah semua. Khususnya kak april, sumpah ini orang energinya positive banget",gila sih harper malioboro tuh aesthetic overload banget koridornya aja cakep apalagi kamarnya jendela besar cahaya natural masuk langsung bikin aku pengen fotofoto ala influencer padahal hasilnya tetap receh fasilitas lengkap ac dingin stabil shower kenceng ini penting ya dan staff ramah semua khususnya kak april sumpah ini orang energinya positive banget
93.0,Aulia Syamsudin,10,2025-11-08,5,"Kamarnya nyaman, meski tdk terlalu luas tp bersih dan wangi.. variasi makanannya bnyak apalg pas baru dtg lgsg ditawarin mau di sediakan minjman apa.. Ada waitresnya mba arvel yg ramah😊","Kamarnya nyaman, meski tdk terlalu luas tp bersih dan wangi.. Variasi makanannya bnyak apalg pas baru dtg lgsg ditawarin mau di sediakan minjman apa.. Ada waitresnya mba arvel yg ramah",kamarnya nyaman meski tdk terlalu luas tp bersih dan wangi variasi makanannya bnyak apalg pas baru dtg lgsg ditawarin mau di sediakan minjman apa ada waitresnya mba arvel yg ramah
94.0,Gifani Kinanti,9,2025-08-08,4,"Pelayanannya sangat baik. Lokasi strategis sekali. Di depan hotel banyak angkringan kalau malam. Ukuran kolam renangnya cukup, namun untuk fitness center area nya agak sempit. Ada 3 alat dengan kondisi yang sangat baik. Salah satu kelebihan di hotel ini adalah disediakan kopi dan teh gratis di lobby dan di dekat kolam renang. Saat meeting pun tersedia dua coffee machine dengan masing-masing mesin memiliki varian kopi yang berbeda. Sangat disayangkan untuk toilet aromanya sangat menusuk. Terlebih saat flushing, sepertinya aroma dari pembuangan naik ke atas. Posisi kamar saya ada di lantai 6. Amenities cukup lengkap, namun di dekat shower hanya ada satu botol saja dimana di botolnya tertulis sebagai sabun, shampoo, sekaligus conditioner. Dispenser banyak ditemukan di luar kamar. Suasana di hotel cukup tenang, namun karena kamar saya menghadap ke pemukiman warga, suara dari aktifitas warga terdengar hingga ke kamar. Untuk rasa makanan bisa ditingkatkan kembali.","Pelayanannya sangat baik. Lokasi strategis sekali. Di depan hotel banyak angkringan kalau malam. Ukuran kolam renangnya cukup, namun untuk fitness center area nya agak sempit. Ada 3 alat dengan kondisi yang sangat baik. Salah satu kelebihan di hotel ini adalah disediakan kopi dan teh gratis di lobby dan di dekat kolam renang. Saat meeting pun tersedia dua coffee machine dengan masing-masing mesin memiliki varian kopi yang berbeda. Sangat disayangkan untuk toilet aromanya sangat menusuk. Terlebih saat flushing, sepertinya aroma dari pembuangan naik ke atas. Posisi kamar saya ada di lantai 6. Amenities cukup lengkap, namun di dekat shower hanya ada satu botol saja dimana di botolnya tertulis sebagai sabun, shampoo, sekaligus conditioner. Dispenser banyak ditemukan di luar kamar. Suasana di hotel cukup tenang, namun karena kamar saya menghadap ke pemukiman warga, suara dari aktifitas warga terdengar hingga ke kamar. Untuk rasa makanan bisa ditingkatkan kembali.",pelayanannya sangat baik lokasi strategis sekali di depan hotel banyak angkringan kalau malam ukuran kolam renangnya cukup namun untuk fitness center area nya agak sempit ada alat dengan kondisi yang sangat baik salah satu kelebihan di hotel ini adalah disediakan kopi dan teh gratis di lobby dan di dekat kolam renang saat meeting pun tersedia dua coffee machine dengan masingmasing mesin memiliki varian kopi yang berbeda sangat disayangkan untuk toilet aromanya sangat menusuk terlebih saat flushing sepertinya aroma dari pembuangan naik ke atas posisi kamar saya ada di lantai amenities cukup lengkap namun di dekat shower hanya ada satu botol saja dimana di botolnya tertulis sebagai sabun shampoo sekaligus conditioner dispenser banyak ditemukan di luar kamar suasana di hotel cukup tenang namun karena kamar saya menghadap ke pemukiman warga suara dari aktifitas warga terdengar hingga ke kamar untuk rasa makanan bisa ditingkatkan kembali
95.0,Theresia Heru Kuswardhany,2,2025-12-08,5,"Menu makanan sangat beragam hanya ada bbrp yg rasanya kurang oas..pelayanannya sangat bagus ,ramah dan cepat . Rekomendasi hotel di Yogya.","Menu makanan sangat beragam hanya ada bbrp yg rasanya kurang oas..pelayanannya sangat bagus,ramah dan cepat. Rekomendasi hotel di yogya.",menu makanan sangat beragam hanya ada bbrp yg rasanya kurang oaspelayanannya sangat bagus ramah dan cepat rekomendasi hotel di yogya
96.0,uut,1,2025-12-18,5,"Tempat nya stgrategis banget dari tugu aja tinggal jalan 5 menit kemanmna juga mudah ,ditambah view kalau malem di kamar se indah itu poin + nya di lobby ada coffe shop cosan itu enak juga coffee nya reccommend pokoknya","Tempat nya stgrategis banget dari tugu aja tinggal jalan 5 menit kemanmna juga mudah,ditambah view kalau malem di kamar se indah itu poin + nya di lobby ada coffe shop cosan itu enak juga coffee nya reccommend pokoknya",tempat nya stgrategis banget dari tugu aja tinggal jalan menit kemanmna juga mudah ditambah view kalau malem di kamar se indah itu poin nya di lobby ada coffe shop cosan itu enak juga coffee nya reccommend pokoknya
97.0,chalaendra,1,2025-12-08,5,"Pelayanan di Harper Malioboro selalu bikin pengin balik lagi. Kak April baik banget dan selalu jawab pertanyaan dengan sabar. Kamarnya luas, nyaman, dan bersih. Sarapannya juga banyak pilihan dan rasanya enak. Cocok buat liburan keluarga.","Pelayanan di harper malioboro selalu bikin pengin balik lagi. Kak april baik banget dan selalu jawab pertanyaan dengan sabar. Kamarnya luas, nyaman, dan bersih. Sarapannya juga banyak pilihan dan rasanya enak. Cocok buat liburan keluarga.",pelayanan di harper malioboro selalu bikin pengin balik lagi kak april baik banget dan selalu jawab pertanyaan dengan sabar kamarnya luas nyaman dan bersih sarapannya juga banyak pilihan dan rasanya enak cocok buat liburan keluarga
98.0,G_49_Sherly Agustina,1,2025-12-18,5,"Kamar nya sangat nyaman dan luas ,pelayanan nya juga sangat ramah sangat worth it ,apalagi makanannya dari mulai appetizer sampai dessert good 🥰🥰","Kamar nya sangat nyaman dan luas,pelayanan nya juga sangat ramah sangat worth it,apalagi makanannya dari mulai appetizer sampai dessert good",kamar nya sangat nyaman dan luas pelayanan nya juga sangat ramah sangat worth it apalagi makanannya dari mulai appetizer sampai dessert good
99.0,Arnold Pawe,5,2025-12-08,5,"Beberapa kali ke Yogyakarta, ini pertama kali nginap di Harper Malioboro Yogyakarta, tempatnya sangat nyaman, khususnya makanan enak enak, sangat puas untuk kami sekeluarga sebagai pengalaman pertama menginap. Pelayanan dengan Mbak Arvel sangat ramah.","Beberapa kali ke yogyakarta, ini pertama kali nginap di harper malioboro yogyakarta, tempatnya sangat nyaman, khususnya makanan enak enak, sangat puas untuk kami sekeluarga sebagai pengalaman pertama menginap. Pelayanan dengan mbak arvel sangat ramah.",beberapa kali ke yogyakarta ini pertama kali nginap di harper malioboro yogyakarta tempatnya sangat nyaman khususnya makanan enak enak sangat puas untuk kami sekeluarga sebagai pengalaman pertama menginap pelayanan dengan mbak arvel sangat ramah
100.0,Inaya Hanum,1,2025-12-08,5,"hotel dengan pelayanan terbaik, dan sikap yang ramah, chef okky dan chef anas yang menjelaskan makanan dengan sangat detail serta manager hotel harper yang menjelaskan secara rinci hotel harper, apalagi ditambah tempat yang strategis membuat pengunjung hotel nyaman","Hotel dengan pelayanan terbaik, dan sikap yang ramah, chef okky dan chef anas yang menjelaskan makanan dengan sangat detail serta manager hotel harper yang menjelaskan secara rinci hotel harper, apalagi ditambah tempat yang strategis membuat pengunjung hotel nyaman",hotel dengan pelayanan terbaik dan sikap yang ramah chef okky dan chef anas yang menjelaskan makanan dengan sangat detail serta manager hotel harper yang menjelaskan secara rinci hotel harper apalagi ditambah tempat yang strategis membuat pengunjung hotel nyaman
101.0,Rere,33,2025-12-08,5,"hotel yang terasa seperti rumah, pelayanannya sangat bagus, super duper ramah dan responnya sangat cepat untuk permintaan tamu. akan kembali lagi sih seandainya ke Jogja lagi 😊","Hotel yang terasa seperti rumah, pelayanannya sangat bagus, super duper ramah dan responnya sangat cepat untuk permintaan tamu. Akan kembali lagi sih seandainya ke jogja lagi",hotel yang terasa seperti rumah pelayanannya sangat bagus super duper ramah dan responnya sangat cepat untuk permintaan tamu akan kembali lagi sih seandainya ke jogja lagi
102.0,sherly m,11,2025-12-08,5,"Event Rakor kantor ke sini...makanannya enak, tom yum, mie goreng dll Seluruh staff yang saya jumpai ramah-ramah. Terimakasih mas Fendi sdh melayani kami dengan baik. Bank Mandiri","Event rakor kantor ke sini..makanannya enak, tom yum, mie goreng dll seluruh staff yang saya jumpai ramah-ramah. Terimakasih mas fendi sdh melayani kami dengan baik. Bank mandiri",event rakor kantor ke sinimakanannya enak tom yum mie goreng dll seluruh staff yang saya jumpai ramahramah terimakasih mas fendi sdh melayani kami dengan baik bank mandiri
103.0,Febri Endah,4,2025-12-08,5,"Pengalaman bermalam yg menyenangkan, staf ramah, kamar tidak terlalu luas namun cukup bersih dan nyaman, menu sarapan cukup lengkap","Pengalaman bermalam yg menyenangkan, staf ramah, kamar tidak terlalu luas namun cukup bersih dan nyaman, menu sarapan cukup lengkap",pengalaman bermalam yg menyenangkan staf ramah kamar tidak terlalu luas namun cukup bersih dan nyaman menu sarapan cukup lengkap
104.0,salsabila hasna,1,2025-11-08,5,"Nginap di sini rasanya tenang banget, suasananya calm tapi tetap dekat ke mana-mana. Kamar tertata rapi dan staff-nya sigap semua. Kak April selalu sopan dan bikin nyaman setiap kali bantuin tamu.","Nginap di sini rasanya tenang banget, suasananya calm tapi tetap dekat ke mana-mana. Kamar tertata rapi dan staff-nya sigap semua. Kak april selalu sopan dan bikin nyaman setiap kali bantuin tamu.",nginap di sini rasanya tenang banget suasananya calm tapi tetap dekat ke manamana kamar tertata rapi dan staffnya sigap semua kak april selalu sopan dan bikin nyaman setiap kali bantuin tamu
105.0,Abda Lathifa,14,2025-09-08,5,"Hotelnya strategis banget,dekat dengan tugu,depan hotel banyak angkringan dan sekitarnya banyak tempat makan. Kamarnya bagus pemandangan tugu Jogja,bersih,terdapat voice assistant,dapat compliment pie buah karena menang flash sale kemerdekaan,Snack di kulkas gratis. Aminities lengkap,air bisa reffil di lorong kamar. Kamar tidak kedap suara,karena bahan dinding hanya triplek,terdengar kamar sebelah ada yg menyanyi. Kamar mandi bersih,ada hair dryer,tapi shower atas susah dipake dan airnya kurang hangat. Dapet handuk wajah dan handuk badan. Tv besar,tapi yg gratis hanya akun video,Netflix dan Disney pake akun pribadi. AC central. Bisa request di lantai paling atas. Sarapan enak dan lumayan lengkap. Kolam renang ada di lantai 3,ada 2 kolam dengan tinggi 120cm dan 50cm airnya dingin,kamar mandi sabunnya habis blm di reffil,ada pelampung,dan kursi santai,ada handuk yg sering habis karena lagi rame. Alat gym cuma ada 3,kalau pagi disediakan teh dan kopi panas di samping kolam renang. Lobby cukup luas dengan banyak kursi,disediakan welcome drink dan Snack.","Hotelnya strategis banget,dekat dengan tugu,depan hotel banyak angkringan dan sekitarnya banyak tempat makan. Kamarnya bagus pemandangan tugu jogja,bersih,terdapat voice assistant,dapat compliment pie buah karena menang flash sale kemerdekaan,snack di kulkas gratis. Aminities lengkap,air bisa reffil di lorong kamar. Kamar tidak kedap suara,karena bahan dinding hanya triplek,terdengar kamar sebelah ada yg menyanyi. Kamar mandi bersih,ada hair dryer,tapi shower atas susah dipake dan airnya kurang hangat. Dapet handuk wajah dan handuk badan. Tv besar,tapi yg gratis hanya akun video,netflix dan disney pake akun pribadi. Ac central. Bisa request di lantai paling atas. Sarapan enak dan lumayan lengkap. Kolam renang ada di lantai 3,ada 2 kolam dengan tinggi 120cm dan 50cm airnya dingin,kamar mandi sabunnya habis blm di reffil,ada pelampung,dan kursi santai,ada handuk yg sering habis karena lagi rame. Alat gym cuma ada 3,kalau pagi disediakan teh dan kopi panas di samping kolam renang. Lobby cukup luas dengan banyak kursi,disediakan welcome drink dan snack.",hotelnya strategis bangetdekat dengan tugudepan hotel banyak angkringan dan sekitarnya banyak tempat makan kamarnya bagus pemandangan tugu jogjabersihterdapat voice assistantdapat compliment pie buah karena menang flash sale kemerdekaansnack di kulkas gratis aminities lengkapair bisa reffil di lorong kamar kamar tidak kedap suarakarena bahan dinding hanya triplekterdengar kamar sebelah ada yg menyanyi kamar mandi bersihada hair dryertapi shower atas susah dipake dan airnya kurang hangat dapet handuk wajah dan handuk badan tv besartapi yg gratis hanya akun videonetflix dan disney pake akun pribadi ac central bisa request di lantai paling atas sarapan enak dan lumayan lengkap kolam renang ada di lantai ada kolam dengan tinggi cm dan cm airnya dinginkamar mandi sabunnya habis blm di reffilada pelampungdan kursi santaiada handuk yg sering habis karena lagi rame alat gym cuma ada kalau pagi disediakan teh dan kopi panas di samping kolam renang lobby cukup luas dengan banyak kursidisediakan welcome drink dan snack
106.0,Felisitas KDN,4,2025-09-08,5,"Sangat puas menginap di hotel ini! Kamar bersih, nyaman, dan fasilitas lengkap. Staf ramah dan sangat membantu sejak check-in sampai check-out, pelayannya juga sangat ramah. Lokasinya strategis, dekat dengan tempat wisata dan kuliner terlebih lagi lokasinny berada di dekat Tugu jogja dan di tengah kota, saya pasti akan kembali lagi kesini🫶🏻🫶🏻","Sangat puas menginap di hotel ini! Kamar bersih, nyaman, dan fasilitas lengkap. Staf ramah dan sangat membantu sejak check-in sampai check-out, pelayannya juga sangat ramah. Lokasinya strategis, dekat dengan tempat wisata dan kuliner terlebih lagi lokasinny berada di dekat tugu jogja dan di tengah kota, saya pasti akan kembali lagi kesini",sangat puas menginap di hotel ini kamar bersih nyaman dan fasilitas lengkap staf ramah dan sangat membantu sejak checkin sampai checkout pelayannya juga sangat ramah lokasinya strategis dekat dengan tempat wisata dan kuliner terlebih lagi lokasinny berada di dekat tugu jogja dan di tengah kota saya pasti akan kembali lagi kesini
107.0,Maryyones Dora Tokan,2,2025-11-08,5,"Semua keren.. Makanan enak, kamar nyaman, semua staff ramah dan murah senyum.. Terima kasih untuk pelayanan yg nyaman dan menyenangkan💕","Semua keren.. Makanan enak, kamar nyaman, semua staff ramah dan murah senyum.. Terima kasih untuk pelayanan yg nyaman dan menyenangkan",semua keren makanan enak kamar nyaman semua staff ramah dan murah senyum terima kasih untuk pelayanan yg nyaman dan menyenangkan
108.0,Ocklan,4,2025-09-08,4,"Sangat menyenangkan bisa menginap di salah satu hotel berbintang ini. Lokasi strategis dekat dengan tugu jogja, malioboro juga tinggal jalan saja, depan hotel juga ada halte trans jogja jadi tidak usah takut untuk berpergian. Namun disayangkan kurangnya inisiatif pelayan terutama saat berada di lobby sangatlah kurang. Dimana ada tamu yg mungkin sedang sembari menunggu check-in maupun out di ruang tunggu lobby namun terkadang tidak adanya inisiatif untuk menawarkan minum yg tersedia padahal terdapat mesin kopi yang mana mungkin orang tua terkadang gaptek terhadap mesin kopi. terlihat tidak prepare dan aga sedikit berantakan.","Sangat menyenangkan bisa menginap di salah satu hotel berbintang ini. Lokasi strategis dekat dengan tugu jogja, malioboro juga tinggal jalan saja, depan hotel juga ada halte trans jogja jadi tidak usah takut untuk berpergian. Namun disayangkan kurangnya inisiatif pelayan terutama saat berada di lobby sangatlah kurang. Dimana ada tamu yg mungkin sedang sembari menunggu check-in maupun out di ruang tunggu lobby namun terkadang tidak adanya inisiatif untuk menawarkan minum yg tersedia padahal terdapat mesin kopi yang mana mungkin orang tua terkadang gaptek terhadap mesin kopi. Terlihat tidak prepare dan aga sedikit berantakan.",sangat menyenangkan bisa menginap di salah satu hotel berbintang ini lokasi strategis dekat dengan tugu jogja malioboro juga tinggal jalan saja depan hotel juga ada halte trans jogja jadi tidak usah takut untuk berpergian namun disayangkan kurangnya inisiatif pelayan terutama saat berada di lobby sangatlah kurang dimana ada tamu yg mungkin sedang sembari menunggu checkin maupun out di ruang tunggu lobby namun terkadang tidak adanya inisiatif untuk menawarkan minum yg tersedia padahal terdapat mesin kopi yang mana mungkin orang tua terkadang gaptek terhadap mesin kopi terlihat tidak prepare dan aga sedikit berantakan
109.0,mareta oktavia,1,2025-11-08,5,"Saya sangat puas dengan pelayanan Kak April. Dari sambutan awal hingga saat check-in/check-out semuanya berjalan lancar. Kak April ramah, tanggap, dan membantu kami dengan senyum. Dia benar-benar memperhatikan detail: soal kebutuhan kamar, rekomendasi fasilitas hotel, hingga membantu kami dengan proses pembayaran. Pelayanannya membuat pengalaman menginap kami jauh lebih nyaman. Terima kasih banyak, Kak April!","Saya sangat puas dengan pelayanan kak april. Dari sambutan awal hingga saat check-in/check-out semuanya berjalan lancar. Kak april ramah, tanggap, dan membantu kami dengan senyum. Dia benar-benar memperhatikan detail: soal kebutuhan kamar, rekomendasi fasilitas hotel, hingga membantu kami dengan proses pembayaran. Pelayanannya membuat pengalaman menginap kami jauh lebih nyaman. Terima kasih banyak, kak april!",saya sangat puas dengan pelayanan kak april dari sambutan awal hingga saat checkincheckout semuanya berjalan lancar kak april ramah tanggap dan membantu kami dengan senyum dia benarbenar memperhatikan detail soal kebutuhan kamar rekomendasi fasilitas hotel hingga membantu kami dengan proses pembayaran pelayanannya membuat pengalaman menginap kami jauh lebih nyaman terima kasih banyak kak april
110.0,salsal (salsa),2,2025-09-08,5,"pengalaman table manner terbaik, tour kamar bersama kak april yang sangat mudah dimengerti untuk penjelasannya, bersama pak angga dijelaskan secara detail untuk the best manner ketika makan, dan penjelasan detail dengan makanan dan minuman bersama chef anash dan chef okky.","Pengalaman table manner terbaik, tour kamar bersama kak april yang sangat mudah dimengerti untuk penjelasannya, bersama pak angga dijelaskan secara detail untuk the best manner ketika makan, dan penjelasan detail dengan makanan dan minuman bersama chef anash dan chef okky.",pengalaman table manner terbaik tour kamar bersama kak april yang sangat mudah dimengerti untuk penjelasannya bersama pak angga dijelaskan secara detail untuk the best manner ketika makan dan penjelasan detail dengan makanan dan minuman bersama chef anash dan chef okky
111.0,Tri Sari,6,2025-12-25,5,Tempat strategis .makanan enak.menu baru smothy juga enak tdk terlalu manis. Servis mb arvel is the best,Tempat strategis.makanan enak.menu baru smothy juga enak tdk terlalu manis. Servis mb arvel is the best,tempat strategis makanan enakmenu baru smothy juga enak tdk terlalu manis servis mb arvel is the best
112.0,PscG,1,2025-08-08,5,"Hotel with a heart and the heart is the people working inside. Friendly, warm and very proactive to your needs. Special mention to April, Rani, and Lia. Great buffet breakfast, and special menu if you stay for more than 3 nights. We took the deluxe room, room has the basic amenities. If for something to comment would be, toilet area can be more brushed. Overall, great experience. Kudos to Harper Hotel.","Hotel with a heart and the heart is the people working inside. Friendly, warm and very proactive to your needs. Special mention to april, rani, and lia. Great buffet breakfast, and special menu if you stay for more than 3 nights. We took the deluxe room, room has the basic amenities. If for something to comment would be, toilet area can be more brushed. Overall, great experience. Kudos to harper hotel.",hotel with a heart and the heart is the people working inside friendly warm and very proactive to your needs special mention to april rani and lia great buffet breakfast and special menu if you stay for more than nights we took the deluxe room room has the basic amenities if for something to comment would be toilet area can be more brushed overall great experience kudos to harper hotel
113.0,TRI SIH UTAMI,3,2025-12-18,5,"Nyaman sekali harper suite room ditambah view dari dalam kamar ngopi sambil menikmati keindahan kota yogyakarta 🤗,saya dan keluarga sangat suka dan next time akan booking lagii","Nyaman sekali harper suite room ditambah view dari dalam kamar ngopi sambil menikmati keindahan kota yogyakarta,saya dan keluarga sangat suka dan next time akan booking lagii",nyaman sekali harper suite room ditambah view dari dalam kamar ngopi sambil menikmati keindahan kota yogyakarta saya dan keluarga sangat suka dan next time akan booking lagii
114.0,Anisa Afifatul Aziizah,60,2025-11-08,5,"Nginep disini karena acara kantor selama 2 hari. Yang paling bikin terkesan adalah menu sarapannyaaa 🤩 menunya bener2 bervariasi banget, mulai dari makanan lokal, western, n japanese. Bener2 bikin betah. Staffnya ramah2 sekali. Untuk kamarnya standard, seperti hotel bintang 4 pada umumnya. Di hari pertama, kulkas kamar di isi snack untuk 2 orang. Kalo abis bakal di refill. Hari keduanya, di isi buah2an. Pelayanannya bagus banget 👍","Nginep disini karena acara kantor selama 2 hari. Yang paling bikin terkesan adalah menu sarapannyaa menunya bener2 bervariasi banget, mulai dari makanan lokal, western, n japanese. Bener2 bikin betah. Staffnya ramah2 sekali. Untuk kamarnya standard, seperti hotel bintang 4 pada umumnya. Di hari pertama, kulkas kamar di isi snack untuk 2 orang. Kalo abis bakal di refill. Hari keduanya, di isi buah2an. Pelayanannya bagus banget",nginep disini karena acara kantor selama hari yang paling bikin terkesan adalah menu sarapannyaa menunya bener bervariasi banget mulai dari makanan lokal western n japanese bener bikin betah staffnya ramah sekali untuk kamarnya standard seperti hotel bintang pada umumnya di hari pertama kulkas kamar di isi snack untuk orang kalo abis bakal di refill hari keduanya di isi buahan pelayanannya bagus banget
